GbGDiv simplified results table from 'accumulate-5.txt' records table.
Isolate records read from table: 1280

Locus	Missing	Paralogous	CountNuc
MYCO003213	5	0	18	
MYCO003214	6	0	19	
MYCO003219	2	0	5	
MYCO003220	8	0	26	
MYCO003221	0	0	9	
MYCO003223	0	0	16	
MYCO003228	115	0	18	
MYCO003229	10	0	32	
MYCO003240	131	0	47	
MYCO003241	66	0	15	
MYCO003245	3	0	29	
MYCO003246	6	0	7	
MYCO003248	10	0	25	
MYCO003252	61	0	24	
MYCO003255	30	0	21	
MYCO003257	65	0	22	
MYCO003258	78	0	4	
MYCO003261	4	0	20	
MYCO003262	67	0	17	
MYCO003264	7	0	18	
MYCO003265	36	0	19	
MYCO003267	92	0	20	
MYCO003274	0	0	21	
MYCO003275	32	0	14	
MYCO003276	28	0	23	
MYCO003277	3	0	14	
MYCO003280	11	0	29	
MYCO003285	43	0	26	
MYCO003290	7	0	20	
MYCO003296	377	0	83	
MYCO003302	22	0	24	
MYCO003303	1270	0	2	
MYCO003304	12	0	4	
MYCO003305	25	0	26	
MYCO003306	92	0	33	
MYCO003313	9	0	13	
MYCO003317	5	0	16	
MYCO003318	55	0	27	
MYCO003319	21	0	18	
MYCO003328	91	0	25	
MYCO003329	12	0	33	
MYCO003330	126	0	22	
MYCO003336	7	0	16	
MYCO003340	10	0	26	
MYCO003341	164	0	25	
MYCO003356	4	0	16	
MYCO003392	15	963	12	
MYCO003396	19	0	27	
MYCO003409	34	0	32	
MYCO003410	226	0	15	
MYCO003411	55	0	30	
MYCO003412	0	0	10	
MYCO003417	2	734	27	
MYCO003418	0	0	5	
MYCO003419	58	0	19	
MYCO003422	2	0	11	
MYCO003432	7	0	17	
MYCO003433	427	0	11	
MYCO003436	304	0	33	
MYCO003441	143	0	33	
MYCO003455	54	0	12	
MYCO003457	10	0	24	
MYCO003462	5	0	10	
MYCO003464	3	0	21	
MYCO003490	18	0	36	
MYCO003500	8	0	21	
MYCO003501	7	0	14	
MYCO003504	8	0	22	
MYCO003520	14	0	26	
MYCO003570	4	0	16	
MYCO003571	14	0	19	
MYCO003579	189	0	32	
MYCO003580	23	0	20	
MYCO003583	1	0	6	
MYCO003589	290	0	15	
MYCO003592	3	0	9	
MYCO003596	101	0	42	
MYCO003598	9	0	22	
MYCO003600	7	0	16	
MYCO003601	11	0	11	
MYCO003609	2	0	9	
MYCO003610	126	0	34	
MYCO003624	4	0	15	
MYCO003628	3	0	14	
MYCO003644	58	0	24	
MYCO003646	199	0	50	
MYCO003647	20	0	12	
MYCO003648	3	0	10	
MYCO003668	2	0	14	
MYCO003670	55	0	14	
MYCO003674	2	0	14	
MYCO003676	1	0	14	
MYCO003677	16	0	21	
MYCO003679	5	0	24	
MYCO003680	30	0	17	
MYCO003682	36	0	44	
MYCO003683	24	0	20	
MYCO003684	13	0	8	
MYCO003695	7	0	23	
MYCO003696	55	0	41	
MYCO003705	1	0	15	
MYCO003707	37	0	22	
MYCO003708	35	0	21	
MYCO003709	30	0	20	
MYCO003710	522	0	17	
MYCO003711	12	0	33	
MYCO003712	166	0	16	
MYCO003713	13	0	12	
MYCO003715	1	0	13	
MYCO003717	1	0	14	
MYCO003718	1	0	7	
MYCO003719	8	0	32	
MYCO003720	35	0	26	
MYCO003721	110	0	33	
MYCO003722	6	0	26	
MYCO003765	143	0	23	
MYCO003774	2	0	24	
MYCO003775	18	0	44	
MYCO003777	63	0	26	
MYCO003778	11	0	26	
MYCO003780	124	0	12	
MYCO003781	4	0	9	
MYCO003782	13	0	18	
MYCO003783	13	0	18	
MYCO003790	9	0	23	
MYCO003791	16	0	26	
MYCO003793	221	0	67	
MYCO003794	62	0	89	
MYCO003795	57	0	115	
MYCO003799	7	0	29	
MYCO003801	7	0	31	
MYCO003802	23	0	20	
MYCO003804	15	0	25	
MYCO003806	2	0	31	
MYCO003808	80	0	35	
MYCO003809	1	0	19	
MYCO003816	83	0	21	
MYCO003834	35	0	20	
MYCO003835	168	0	23	
MYCO003842	32	0	37	
MYCO003847	491	0	14	
MYCO003849	2	0	5	
MYCO003858	12	0	28	
MYCO003859	132	0	75	
MYCO003907	8	0	38	
MYCO003908	43	0	18	
MYCO003913	27	0	46	
MYCO003915	4	0	33	
MYCO003917	2	0	39	
MYCO003918	5	0	34	
MYCO003920	3	0	23	
MYCO003921	8	0	38	
MYCO013678	0	0	11	
MYCO000002	13	0	46	
MYCO000003	9	0	35	
MYCO000004	3	0	30	
MYCO000007	133	0	52	
MYCO000008	5	0	23	
MYCO000010	5	0	38	
MYCO000012	8	0	33	
MYCO000014	4	0	52	
MYCO000018	58	0	42	
MYCO000020	68	0	72	
MYCO000021	186	0	32	
MYCO000022	15	0	22	
MYCO000023	12	0	30	
MYCO000024	379	0	21	
MYCO000025	131	0	16	
MYCO000026	38	0	49	
MYCO000027	8	0	10	
MYCO000028	3	0	10	
MYCO000029	100	0	45	
MYCO000030	268	0	17	
MYCO000031	12	0	10	
MYCO000032	384	0	54	
MYCO000033	2	0	9	
MYCO000034	3	0	14	
MYCO000035	18	0	61	
MYCO000036	24	0	28	
MYCO000037	17	0	38	
MYCO000039	46	0	12	
MYCO000040	24	0	29	
MYCO000041	126	0	80	
MYCO000042	88	0	30	
MYCO000043	10	0	21	
MYCO000044	158	0	22	
MYCO000045	574	0	26	
MYCO000048	3	0	34	
MYCO000052	40	6	22	
MYCO000057	8	768	22	
MYCO000058	21	0	57	
MYCO000059	5	0	22	
MYCO000060	3	0	23	
MYCO000061	285	0	13	
MYCO000062	52	0	37	
MYCO000063	90	0	55	
MYCO000064	525	0	67	
MYCO000065	3	0	7	
MYCO000067	3	0	18	
MYCO000069	31	0	44	
MYCO000070	5	735	29	
MYCO000071	346	0	33	
MYCO000072	295	0	24	
MYCO000073	7	550	29	
MYCO000074	497	0	24	
MYCO000075	60	0	29	
MYCO000076	5	0	9	
MYCO000077	17	0	19	
MYCO000078	16	0	13	
MYCO000079	17	0	21	
MYCO000080	23	0	21	
MYCO000081	2	0	19	
MYCO000082	323	0	14	
MYCO000083	448	0	34	
MYCO000084	7	0	20	
MYCO000085	72	0	26	
MYCO000086	95	0	36	
MYCO000087	90	0	28	
MYCO000088	6	0	20	
MYCO000089	12	0	23	
MYCO000090	21	0	24	
MYCO000091	23	0	18	
MYCO000092	65	0	64	
MYCO000093	41	0	27	
MYCO000094	1237	21	18	
MYCO000095	553	0	89	
MYCO000096	129	0	39	
MYCO000097	4	0	12	
MYCO000098	4	0	14	
MYCO000099	376	0	33	
MYCO000100	3	0	6	
MYCO000101	50	0	157	
MYCO000102	38	0	44	
MYCO000103	59	0	46	
MYCO000104	395	0	40	
MYCO000106	23	0	26	
MYCO000107	1269	0	3	
MYCO000108	6	0	7	
MYCO000109	395	0	31	
MYCO000110	5	0	15	
MYCO000111	40	0	53	
MYCO000112	16	0	34	
MYCO000113	67	0	25	
MYCO000114	63	0	18	
MYCO000115	169	0	33	
MYCO000116	7	0	23	
MYCO000117	5	0	26	
MYCO000118	46	0	44	
MYCO000119	31	0	48	
MYCO000120	28	0	57	
MYCO000121	36	0	19	
MYCO000122	4	0	5	
MYCO000123	1	0	9	
MYCO000124	1242	0	2	
MYCO000125	61	0	27	
MYCO000126	12	0	40	
MYCO000127	10	0	29	
MYCO000128	14	0	15	
MYCO000130	3	0	16	
MYCO000131	9	0	33	
MYCO000132	50	0	22	
MYCO000133	149	0	23	
MYCO000134	421	0	15	
MYCO000135	2	0	10	
MYCO000136	129	0	42	
MYCO000137	154	0	12	
MYCO000138	141	0	17	
MYCO000139	6	0	27	
MYCO000140	2	0	10	
MYCO000141	4	0	14	
MYCO000142	203	0	22	
MYCO000143	84	0	46	
MYCO000144	82	0	19	
MYCO000145	68	0	24	
MYCO000146	235	0	25	
MYCO000147	48	0	37	
MYCO000148	13	0	13	
MYCO000149	249	0	24	
MYCO000150	11	0	11	
MYCO000151	89	0	45	
MYCO000152	19	0	47	
MYCO000153	25	0	20	
MYCO000154	13	0	19	
MYCO000155	35	0	17	
MYCO000156	1	0	11	
MYCO000157	96	0	28	
MYCO000158	4	0	20	
MYCO000159	100	0	37	
MYCO000160	12	0	35	
MYCO000161	35	0	38	
MYCO000162	63	0	25	
MYCO000163	1	0	14	
MYCO000164	3	0	13	
MYCO000165	639	0	6	
MYCO000166	20	0	47	
MYCO000167	2	631	17	
MYCO000168	24	0	26	
MYCO000169	32	0	45	
MYCO000170	4	0	20	
MYCO000171	331	0	33	
MYCO000172	65	0	36	
MYCO000173	4	0	24	
MYCO000174	22	0	37	
MYCO000175	18	0	29	
MYCO000176	39	0	28	
MYCO000177	1	0	10	
MYCO000178	3	0	22	
MYCO000179	67	0	27	
MYCO000180	151	0	44	
MYCO000181	2	0	21	
MYCO000182	107	0	38	
MYCO000185	18	0	10	
MYCO000186	70	0	51	
MYCO000187	17	0	20	
MYCO000188	5	0	13	
MYCO000190	0	0	8	
MYCO000191	117	0	18	
MYCO000192	296	0	19	
MYCO000193	18	0	50	
MYCO000194	95	0	87	
MYCO000195	222	0	15	
MYCO000196	16	0	13	
MYCO000197	1280	0	0	
MYCO000199	2	0	17	
MYCO000200	17	0	12	
MYCO000201	85	0	7	
MYCO000202	42	0	68	
MYCO000203	56	0	14	
MYCO000205	173	0	23	
MYCO000206	68	0	50	
MYCO000208	10	0	11	
MYCO000209	97	0	28	
MYCO000210	115	0	23	
MYCO000212	19	0	23	
MYCO000213	10	0	32	
MYCO000214	25	0	47	
MYCO000215	147	0	22	
MYCO000216	16	0	19	
MYCO000217	113	0	20	
MYCO000218	362	0	30	
MYCO000219	0	0	21	
MYCO000220	50	0	26	
