GbGDiv simplified results table from 'accumulate-20.txt' records table.
Isolate records read from table: 5119

Locus	Missing	Paralogous	CountNuc
MYCO000383	944	0	28	
MYCO000384	638	0	92	
MYCO000407	231	0	53	
MYCO000410	158	0	101	
MYCO000411	137	0	41	
MYCO000414	1053	0	32	
MYCO000415	1109	0	44	
MYCO000417	366	1276	31	
MYCO000423	31	0	51	
MYCO000429	13	0	31	
MYCO000432	15	0	30	
MYCO000433	32	0	45	
MYCO000439	191	0	50	
MYCO000440	56	0	55	
MYCO000462	13	0	42	
MYCO000465	46	0	74	
MYCO000466	22	0	30	
MYCO000467	20	0	43	
MYCO000468	42	0	37	
MYCO000472	13	0	30	
MYCO000475	120	0	35	
MYCO000483	56	0	52	
MYCO000484	53	0	36	
MYCO000486	306	0	64	
MYCO000489	743	0	27	
MYCO000490	64	0	41	
MYCO000491	7	0	19	
MYCO000495	14	0	42	
MYCO000496	61	0	41	
MYCO000498	90	0	44	
MYCO000501	26	0	45	
MYCO000502	42	0	41	
MYCO000505	1222	0	35	
MYCO000509	115	0	67	
MYCO000510	92	0	37	
MYCO000512	110	0	39	
MYCO000524	414	0	56	
MYCO000527	157	0	37	
MYCO000528	783	0	57	
MYCO000529	186	0	53	
MYCO000548	36	0	34	
MYCO000551	173	0	88	
MYCO000553	491	0	40	
MYCO000555	476	0	51	
MYCO000557	61	0	68	
MYCO000558	246	0	27	
MYCO000562	24	0	48	
MYCO000563	109	0	42	
MYCO000564	62	0	56	
MYCO000566	15	0	23	
MYCO000636	9	0	21	
MYCO000639	199	0	26	
MYCO000647	189	0	61	
MYCO000655	30	0	49	
MYCO000667	249	0	262	
MYCO000668	203	0	250	
MYCO000672	220	0	84	
MYCO000684	74	0	90	
MYCO000685	18	0	32	
MYCO000693	485	0	47	
MYCO000696	85	0	68	
MYCO000732	12	0	54	
MYCO000733	10	0	20	
MYCO000734	537	0	28	
MYCO000757	12	0	29	
MYCO000758	136	0	149	
MYCO000772	160	0	55	
MYCO000777	58	0	41	
MYCO000780	18	0	37	
MYCO000782	5002	0	5	
MYCO000788	146	0	24	
MYCO000803	119	0	88	
MYCO000808	95	0	67	
MYCO000809	8	0	39	
MYCO000810	5	0	8	
MYCO000814	1023	20	13	
MYCO000815	74	6	41	
MYCO000820	15	0	27	
MYCO000821	29	0	19	
MYCO000823	104	0	54	
MYCO000824	10	0	24	
MYCO000859	75	0	76	
MYCO000860	309	0	102	
MYCO000861	48	0	66	
MYCO000871	15	0	14	
MYCO000876	9	0	70	
MYCO000884	17	0	49	
MYCO000885	68	0	36	
MYCO000886	1176	0	75	
MYCO000889	1009	0	54	
MYCO000896	65	0	58	
MYCO000902	43	0	32	
MYCO000903	9	0	13	
MYCO000906	1314	0	52	
MYCO000926	25	0	66	
MYCO000927	225	0	39	
MYCO000929	445	0	33	
MYCO000946	55	0	73	
MYCO000949	210	0	100	
MYCO000951	45	0	51	
MYCO000952	92	0	44	
MYCO000953	366	0	51	
MYCO000957	539	0	57	
MYCO000981	54	0	32	
MYCO000983	635	0	63	
MYCO000993	156	0	33	
MYCO000994	341	0	58	
MYCO000995	21	0	33	
MYCO001001	45	0	61	
MYCO001002	78	0	70	
MYCO001007	16	0	63	
MYCO001008	298	0	38	
MYCO001009	252	0	44	
MYCO001010	111	0	49	
MYCO001011	44	0	32	
MYCO001013	60	0	60	
MYCO001014	39	0	35	
MYCO001015	34	0	31	
MYCO001017	7	0	33	
MYCO001018	60	0	68	
MYCO001020	588	0	165	
MYCO001022	242	0	35	
MYCO001023	180	0	56	
MYCO001026	338	0	41	
MYCO001070	31	0	23	
MYCO001071	23	0	57	
MYCO001072	5	0	32	
MYCO001077	84	0	65	
MYCO001079	92	0	39	
MYCO001080	273	0	18	
MYCO001082	47	0	32	
MYCO001086	71	0	43	
MYCO001092	128	0	34	
MYCO001094	89	0	25	
MYCO001095	123	0	50	
MYCO001098	91	0	44	
MYCO001099	320	0	44	
MYCO001108	100	0	50	
MYCO001110	18	0	34	
MYCO001112	674	0	42	
MYCO001165	241	0	86	
MYCO001173	294	0	99	
MYCO001177	17	0	8	
MYCO001178	187	0	57	
MYCO001193	491	0	50	
MYCO001201	295	0	41	
MYCO001202	240	0	36	
MYCO001207	352	0	45	
MYCO001208	35	0	32	
MYCO001213	242	0	61	
MYCO001220	301	0	21	
MYCO001221	7	0	32	
MYCO001223	822	0	72	
MYCO001229	154	0	53	
MYCO001238	60	0	38	
MYCO001239	20	0	48	
MYCO001245	104	0	47	
MYCO001248	582	0	143	
MYCO001253	225	0	83	
MYCO001272	382	0	71	
MYCO001273	25	0	77	
MYCO001277	551	0	43	
MYCO001292	42	0	70	
MYCO001293	66	0	50	
MYCO001294	93	0	51	
MYCO001295	72	0	45	
MYCO001297	427	0	61	
MYCO001299	49	0	31	
MYCO001302	16	0	36	
MYCO001305	9	0	9	
MYCO001308	82	0	53	
MYCO001309	19	0	40	
MYCO001310	24	0	44	
MYCO001311	19	0	24	
MYCO001315	29	0	38	
MYCO001321	80	0	30	
MYCO001323	107	0	55	
MYCO001326	72	0	89	
MYCO001327	94	0	75	
MYCO001328	180	0	115	
MYCO001338	138	0	31	
MYCO001340	66	0	30	
MYCO001380	61	0	34	
MYCO001381	546	0	49	
MYCO001383	52	0	44	
MYCO001384	486	0	164	
MYCO001385	798	0	38	
MYCO001388	7	0	27	
MYCO001390	2	0	14	
MYCO001391	901	0	58	
MYCO001392	493	0	67	
MYCO001402	2075	0	67	
MYCO001407	701	0	75	
MYCO001408	169	0	31	
MYCO001410	17	0	59	
MYCO001412	24	0	30	
MYCO001415	29	0	47	
MYCO001416	9	0	20	
MYCO001420	36	0	70	
MYCO001421	29	0	42	
MYCO001436	12	0	46	
MYCO001437	60	0	48	
MYCO001438	28	0	33	
MYCO001440	29	0	13	
MYCO001445	331	0	34	
MYCO001447	594	0	94	
MYCO001448	65	0	51	
MYCO001449	267	0	83	
MYCO001451	100	0	41	
MYCO001457	11	0	31	
MYCO001458	26	0	40	
MYCO001462	68	0	60	
MYCO001463	22	0	27	
MYCO001464	273	0	51	
MYCO001465	20	0	15	
MYCO001466	10	0	9	
MYCO001467	103	2610	63	
MYCO001473	52	0	54	
MYCO001474	161	0	18	
MYCO001475	30	0	94	
MYCO001479	114	0	47	
MYCO001480	156	0	43	
MYCO001481	30	0	44	
MYCO001483	139	0	23	
MYCO001484	38	0	38	
MYCO001485	154	0	35	
MYCO001493	810	0	73	
MYCO001536	175	0	132	
MYCO001540	38	0	53	
MYCO001547	183	0	116	
MYCO001557	861	0	57	
MYCO001559	1116	0	62	
MYCO001564	63	0	91	
MYCO001568	319	0	53	
MYCO001569	965	0	35	
MYCO001589	20	0	37	
MYCO001593	7	0	28	
MYCO001594	65	0	50	
MYCO001595	557	0	65	
MYCO001599	470	0	54	
MYCO001600	11	0	50	
MYCO001601	2	0	27	
MYCO001603	13	0	35	
MYCO001605	24	0	33	
MYCO001609	117	0	72	
MYCO001611	92	0	28	
MYCO001612	15	0	58	
MYCO001617	67	0	64	
MYCO001626	28	0	27	
MYCO001627	155	0	38	
MYCO001629	184	0	127	
MYCO001633	666	0	95	
MYCO001638	235	0	122	
MYCO001641	5119	0	0	
MYCO001649	395	0	41	
MYCO001652	296	0	43	
MYCO001653	894	0	39	
MYCO001654	140	0	32	
MYCO001655	568	0	52	
MYCO001656	423	0	37	
MYCO001657	474	0	21	
MYCO001658	158	0	56	
MYCO001659	475	0	53	
MYCO001689	18	0	45	
MYCO001694	184	0	41	
MYCO001695	6	0	41	
MYCO001697	9	0	32	
MYCO001699	29	0	103	
MYCO001701	84	0	28	
MYCO001708	29	0	30	
MYCO001709	8	0	44	
MYCO001711	6	0	37	
MYCO001712	36	0	31	
MYCO001713	232	0	60	
MYCO001821	52	0	97	
MYCO001827	10	0	22	
MYCO001829	54	0	21	
MYCO001830	28	0	66	
MYCO001832	146	0	126	
MYCO001837	131	0	99	
MYCO001842	103	0	75	
MYCO001843	129	0	70	
MYCO001844	75	0	83	
MYCO001854	60	0	66	
MYCO001886	106	0	52	
MYCO001894	225	0	63	
MYCO001981	22	0	30	
MYCO002050	6	0	13	
MYCO002089	382	0	60	
MYCO002090	5009	0	10	
MYCO002092	613	0	125	
MYCO002093	56	0	36	
MYCO002096	35	0	50	
MYCO002097	112	0	47	
MYCO002109	18	0	32	
MYCO002110	59	0	39	
MYCO002111	146	0	10	
MYCO002112	2230	0	55	
MYCO002115	50	0	78	
MYCO002118	19	0	25	
MYCO002119	36	0	46	
MYCO002121	68	0	31	
MYCO002122	5	0	15	
MYCO002125	48	0	32	
MYCO002130	643	0	39	
MYCO002134	30	0	25	
MYCO002139	110	0	45	
MYCO002140	2	0	26	
MYCO002141	91	0	67	
MYCO002145	71	0	32	
MYCO002150	316	0	33	
MYCO002151	344	0	29	
MYCO002153	976	0	64	
MYCO002154	1080	0	39	
MYCO002155	834	0	96	
MYCO002156	24	0	52	
MYCO002157	2228	0	54	
MYCO002163	225	0	74	
MYCO002166	20	0	14	
MYCO002170	607	0	30	
MYCO002176	134	0	51	
MYCO002178	29	0	35	
MYCO002179	105	0	16	
MYCO002182	39	0	28	
MYCO002186	6	0	14	
MYCO002187	1445	0	72	
MYCO002188	58	0	59	
MYCO002192	160	0	43	
MYCO002193	8	0	21	
MYCO002194	45	0	41	
MYCO002195	30	0	51	
MYCO002196	24	0	70	
MYCO002199	3	0	19	
MYCO002200	32	0	47	
MYCO002201	220	0	68	
MYCO002202	226	0	44	
MYCO002210	103	0	46	
MYCO002211	152	0	58	
MYCO002213	275	0	83	
MYCO002216	49	0	56	
MYCO002217	279	0	38	
MYCO002218	226	0	50	
MYCO002219	168	0	32	
MYCO002220	37	0	59	
MYCO002221	1128	0	103	
MYCO002222	57	0	54	
MYCO002225	166	0	45	
MYCO002228	77	0	49	
MYCO002230	343	0	48	
MYCO002235	92	0	45	
MYCO002239	3	0	22	
MYCO002241	628	0	76	
MYCO002242	228	0	42	
MYCO002243	545	0	37	
MYCO002244	6	0	8	
MYCO002245	94	0	48	
MYCO002246	61	0	46	
MYCO002247	220	0	50	
MYCO002257	57	0	42	
MYCO002259	257	0	45	
MYCO002315	883	0	66	
MYCO002343	252	0	76	
MYCO002344	784	0	43	
MYCO002357	17	0	34	
MYCO002361	14	0	27	
MYCO002362	151	0	29	
MYCO002364	14	0	38	
MYCO002366	18	0	64	
MYCO002367	9	0	20	
MYCO002368	53	0	45	
MYCO002373	80	0	49	
MYCO002374	170	0	55	
MYCO002399	77	0	38	
MYCO002400	59	0	56	
MYCO002402	84	0	105	
MYCO002404	42	0	86	
MYCO002409	23	0	34	
MYCO002410	11	0	30	
MYCO002411	128	0	67	
MYCO002413	186	0	39	
MYCO002420	224	0	25	
MYCO002421	2	0	16	
MYCO002425	424	0	44	
MYCO002426	1442	0	49	
MYCO002427	444	0	52	
MYCO002439	783	0	35	
MYCO002440	126	0	69	
MYCO002445	33	0	14	
MYCO002447	99	0	68	
MYCO002448	216	0	109	
MYCO002454	34	0	51	
MYCO002455	88	0	63	
MYCO002457	34	0	37	
MYCO002460	8	0	19	
MYCO002461	11	0	26	
MYCO002462	321	0	51	
MYCO002465	77	0	21	
MYCO002466	51	0	26	
MYCO002467	122	0	112	
MYCO002470	10	0	26	
MYCO002477	32	0	62	
MYCO002500	16	0	49	
MYCO002502	66	0	69	
MYCO002509	18	0	46	
MYCO002511	20	0	22	
MYCO002518	596	0	47	
MYCO002521	2	0	25	
MYCO002523	49	0	12	
MYCO002524	1479	0	283	
MYCO002533	22	0	22	
MYCO002534	5	0	22	
MYCO002538	281	0	48	
MYCO002540	1126	0	54	
MYCO002555	92	0	83	
MYCO002559	451	0	44	
MYCO002568	64	0	44	
MYCO002572	186	0	69	
MYCO002575	82	0	44	
MYCO002580	237	0	41	
MYCO002582	43	0	38	
MYCO002583	137	0	84	
MYCO002587	777	0	74	
MYCO002589	163	0	58	
MYCO002592	221	0	37	
MYCO002593	113	0	26	
MYCO002594	4	0	18	
MYCO002603	12	0	29	
MYCO002606	47	0	33	
MYCO002610	124	0	45	
MYCO002611	100	0	50	
MYCO002612	8	0	30	
MYCO002613	9	0	17	
MYCO002614	94	0	64	
MYCO002670	30	0	41	
MYCO002673	589	1300	47	
MYCO002676	30	0	19	
MYCO002678	454	0	47	
MYCO002682	111	0	67	
MYCO002696	137	0	40	
MYCO002697	12	0	18	
MYCO002699	0	0	13	
MYCO002702	13	0	44	
MYCO002703	187	0	51	
MYCO002708	5	0	13	
MYCO002710	92	0	37	
MYCO002711	36	0	34	
MYCO002714	38	0	44	
MYCO002715	667	0	58	
MYCO002720	18	0	43	
MYCO002724	57	0	69	
MYCO002725	139	0	57	
MYCO002726	74	0	33	
MYCO002727	274	0	47	
MYCO002731	569	0	51	
MYCO002733	1178	0	58	
MYCO002744	152	0	37	
MYCO002748	483	0	114	
MYCO002750	102	0	40	
MYCO002753	16	0	46	
MYCO002754	43	0	29	
MYCO002764	96	0	47	
MYCO002773	30	0	33	
MYCO002782	385	0	58	
MYCO002783	170	0	75	
MYCO002788	556	0	20	
MYCO002794	27	0	34	
MYCO002795	97	0	44	
MYCO002828	2311	614	47	
MYCO002838	100	0	22	
MYCO002839	1955	0	88	
MYCO002841	32	0	56	
MYCO002846	15	0	57	
MYCO002847	122	0	50	
MYCO002861	25	0	31	
MYCO002864	59	0	56	
MYCO002868	15	0	38	
MYCO002870	120	0	41	
MYCO002882	11	0	29	
MYCO002883	6	0	33	
MYCO002889	106	0	29	
MYCO002894	654	0	31	
MYCO002901	4	0	9	
MYCO002902	287	0	35	
MYCO002915	98	0	51	
MYCO002916	404	0	51	
MYCO002917	800	0	67	
MYCO002918	318	0	107	
MYCO002919	6	0	13	
MYCO002921	173	0	57	
MYCO002927	29	0	34	
MYCO002965	4	0	13	
MYCO002967	340	0	95	
MYCO002976	83	0	34	
MYCO002981	219	0	51	
MYCO002982	35	0	46	
MYCO002984	69	0	62	
MYCO002988	134	0	40	
MYCO002992	156	0	67	
MYCO002993	12	0	34	
MYCO002995	181	0	49	
MYCO002996	335	0	67	
MYCO003001	25	0	36	
MYCO003003	233	0	69	
MYCO003006	180	0	40	
MYCO003009	25	0	63	
MYCO003010	474	0	36	
MYCO003011	913	0	52	
MYCO003014	475	0	81	
MYCO003024	227	0	57	
MYCO003025	147	0	48	
MYCO003027	45	0	48	
MYCO003028	648	0	39	
MYCO003029	23	0	29	
MYCO003031	287	0	67	
MYCO003032	512	0	39	
MYCO003034	21	0	31	
MYCO003038	12	0	37	
MYCO003042	95	0	44	
MYCO003043	14	0	54	
MYCO003045	6	0	40	
MYCO003048	23	0	41	
MYCO003049	124	0	77	
MYCO003051	42	0	57	
MYCO003052	24	0	15	
MYCO003053	6	0	9	
MYCO003054	171	0	35	
MYCO003057	22	0	38	
MYCO003085	285	0	43	
MYCO003100	12	0	21	
MYCO003101	31	0	29	
MYCO003102	5	0	30	
MYCO003105	234	0	49	
MYCO003117	74	6	41	
MYCO003118	1023	20	13	
MYCO003139	25	0	69	
MYCO003140	26	0	63	
MYCO003193	88	0	125	
MYCO003194	6	0	37	
MYCO003195	402	0	71	
MYCO003197	34	0	55	
MYCO003198	366	0	74	
MYCO003205	51	0	31	
MYCO003206	32	0	58	
MYCO003207	21	0	38	
MYCO003208	63	0	28	
MYCO003211	404	0	77	
MYCO003213	18	0	43	
MYCO003214	34	0	38	
MYCO003219	8	0	8	
MYCO003220	29	0	55	
MYCO003221	0	0	12	
MYCO003223	5	0	29	
MYCO003228	482	0	48	
MYCO003229	31	0	74	
MYCO003240	552	0	93	
MYCO003241	232	0	28	
MYCO003245	22	0	60	
MYCO003246	15	0	18	
MYCO003248	55	0	69	
MYCO003252	244	0	53	
MYCO003255	139	0	41	
MYCO003257	256	0	52	
MYCO003258	341	0	19	
MYCO003261	19	0	44	
MYCO003262	295	0	51	
MYCO003264	22	0	32	
MYCO003265	128	0	39	
MYCO003267	347	0	47	
MYCO003274	9	0	50	
MYCO003275	156	0	26	
MYCO003276	142	0	51	
MYCO003277	10	0	30	
MYCO003280	43	0	56	
MYCO003285	166	0	63	
MYCO003290	28	0	46	
MYCO003296	1534	0	195	
MYCO003302	99	0	55	
MYCO003303	5073	0	2	
MYCO003304	56	0	14	
MYCO003305	101	0	43	
MYCO003306	316	0	55	
MYCO003313	34	0	28	
MYCO003317	20	0	29	
MYCO003318	265	0	61	
MYCO003319	63	0	41	
MYCO003328	395	0	52	
MYCO003329	63	0	69	
MYCO003330	518	0	52	
MYCO003336	17	0	33	
MYCO003340	28	0	48	
MYCO003341	673	0	54	
MYCO003356	28	0	35	
MYCO003392	51	3901	20	
MYCO003396	95	0	59	
MYCO003409	140	0	58	
MYCO003410	892	0	44	
MYCO003411	232	0	69	
MYCO003412	12	0	19	
MYCO003417	16	2933	47	
MYCO003418	1	0	10	
MYCO003419	209	0	41	
MYCO003422	5	0	21	
MYCO003432	44	0	45	
MYCO003433	1813	0	44	
MYCO003436	1262	0	60	
MYCO003441	560	0	62	
MYCO003455	241	0	36	
MYCO003457	21	0	48	
MYCO003462	8	0	13	
MYCO003464	16	0	41	
MYCO003490	63	0	65	
MYCO003500	25	0	39	
MYCO003501	35	0	29	
MYCO003504	39	0	50	
MYCO003520	57	0	57	
MYCO003570	19	0	33	
MYCO003571	63	0	43	
MYCO003579	732	0	54	
MYCO003580	102	0	42	
MYCO003583	5	0	20	
MYCO003589	1183	0	36	
MYCO003592	9	0	16	
MYCO003596	404	0	97	
MYCO003598	41	0	51	
MYCO003600	43	0	33	
MYCO003601	35	0	20	
MYCO003609	5	0	17	
MYCO003610	498	0	84	
MYCO003624	13	0	40	
MYCO003628	23	0	25	
MYCO003644	277	0	63	
MYCO003646	770	0	108	
MYCO003647	76	0	25	
MYCO003648	8	0	29	
MYCO003668	11	0	28	
MYCO003670	264	0	43	
MYCO003674	12	0	35	
MYCO003676	11	0	25	
MYCO003677	69	0	40	
MYCO003679	26	0	52	
MYCO003680	121	0	49	
MYCO003682	170	0	94	
MYCO003683	94	0	48	
MYCO003684	77	0	31	
MYCO003695	42	0	55	
MYCO003696	212	0	93	
MYCO003705	10	0	31	
MYCO003707	152	0	48	
MYCO003708	155	0	50	
MYCO003709	99	0	47	
MYCO003710	2039	0	49	
MYCO003711	42	0	55	
MYCO003712	661	0	51	
MYCO003713	52	0	24	
MYCO003715	6	0	21	
MYCO003717	6	0	33	
MYCO003718	4	0	16	
MYCO003719	32	0	63	
MYCO003720	167	0	59	
MYCO003721	440	0	74	
MYCO003722	23	0	68	
MYCO003765	564	0	47	
MYCO003774	25	0	54	
MYCO003775	75	0	73	
MYCO003777	306	0	48	
MYCO003778	58	0	62	
MYCO003780	479	0	28	
MYCO003781	11	0	32	
MYCO003782	50	0	45	
MYCO003783	51	0	35	
MYCO003790	29	0	62	
MYCO003791	57	0	47	
MYCO003793	860	0	166	
MYCO003794	277	0	182	
MYCO003795	242	0	269	
MYCO003799	25	0	68	
MYCO003801	52	0	67	
MYCO003802	101	0	46	
MYCO003804	56	0	53	
MYCO003806	20	0	77	
MYCO003808	321	0	66	
MYCO003809	10	0	45	
MYCO003816	375	0	39	
MYCO003834	149	0	55	
MYCO003835	670	0	69	
MYCO003842	134	0	69	
MYCO003847	1940	0	26	
MYCO003849	11	0	20	
MYCO003858	55	0	54	
MYCO003859	512	0	194	
MYCO003907	45	0	92	
MYCO003908	197	0	47	
MYCO003913	93	0	81	
MYCO003915	14	0	88	
MYCO003917	23	0	90	
MYCO003918	17	0	92	
MYCO003920	13	0	47	
MYCO003921	24	0	92	
MYCO013678	3	0	15	
MYCO000002	58	0	91	
MYCO000003	54	0	79	
MYCO000004	15	0	65	
MYCO000007	549	0	106	
MYCO000008	25	0	48	
MYCO000010	19	0	71	
MYCO000012	40	0	74	
MYCO000014	18	0	118	
MYCO000018	306	0	97	
MYCO000020	257	0	134	
MYCO000021	710	0	65	
MYCO000022	57	0	44	
MYCO000023	46	0	62	
MYCO000024	1565	0	59	
MYCO000025	545	0	39	
MYCO000026	167	0	97	
MYCO000027	26	0	19	
MYCO000028	15	0	23	
MYCO000029	379	0	94	
MYCO000030	999	0	29	
MYCO000031	49	0	20	
MYCO000032	1559	0	124	
MYCO000033	18	0	13	
MYCO000034	12	0	27	
MYCO000035	77	0	141	
MYCO000036	109	0	61	
MYCO000037	70	0	86	
MYCO000039	222	0	27	
MYCO000040	81	0	61	
MYCO000041	461	0	177	
MYCO000042	349	0	78	
MYCO000043	42	0	53	
MYCO000044	629	0	52	
MYCO000045	2287	0	58	
MYCO000048	34	0	72	
MYCO000052	148	22	49	
MYCO000057	22	3054	59	
MYCO000058	81	0	148	
MYCO000059	25	0	55	
MYCO000060	12	0	54	
MYCO000061	1181	0	20	
MYCO000062	276	0	91	
MYCO000063	376	0	114	
MYCO000064	2094	0	144	
MYCO000065	13	0	15	
MYCO000067	21	0	36	
MYCO000069	120	0	72	
MYCO000070	26	2962	50	
MYCO000071	1417	0	57	
MYCO000072	1208	0	52	
MYCO000073	40	2169	55	
MYCO000074	1981	0	70	
MYCO000075	258	0	71	
MYCO000076	15	0	25	
MYCO000077	55	0	50	
MYCO000078	62	0	27	
MYCO000079	84	0	39	
MYCO000080	99	0	43	
MYCO000081	7	0	31	
MYCO000082	1318	0	28	
MYCO000083	1844	0	60	
MYCO000084	38	0	52	
MYCO000085	329	0	41	
MYCO000086	425	0	79	
MYCO000087	361	0	83	
MYCO000088	32	0	50	
MYCO000089	53	0	39	
MYCO000090	71	0	56	
MYCO000091	81	0	37	
MYCO000092	299	0	112	
MYCO000093	148	0	57	
MYCO000094	4944	70	38	
MYCO000095	2222	0	175	
MYCO000096	562	0	84	
MYCO000097	10	0	30	
MYCO000098	10	0	27	
MYCO000099	1453	0	71	
MYCO000100	8	0	8	
MYCO000101	216	0	356	
MYCO000102	125	0	113	
MYCO000103	216	0	121	
MYCO000104	1641	0	81	
MYCO000106	116	0	49	
MYCO000107	5072	0	6	
MYCO000108	16	0	14	
MYCO000109	1604	0	65	
MYCO000110	20	0	40	
MYCO000111	181	0	99	
MYCO000112	39	0	72	
MYCO000113	281	0	55	
MYCO000114	218	0	39	
MYCO000115	681	0	74	
MYCO000116	29	0	44	
MYCO000117	21	0	52	
MYCO000118	176	0	107	
MYCO000119	138	0	86	
MYCO000120	125	0	131	
MYCO000121	163	0	30	
MYCO000122	22	0	16	
MYCO000123	8	0	19	
MYCO000124	4982	0	5	
MYCO000125	289	0	58	
MYCO000126	49	0	97	
MYCO000127	40	0	59	
MYCO000128	53	0	32	
MYCO000130	8	0	40	
MYCO000131	41	0	66	
MYCO000132	221	0	53	
MYCO000133	600	0	47	
MYCO000134	1755	0	30	
MYCO000135	14	0	25	
MYCO000136	507	0	93	
MYCO000137	574	0	36	
MYCO000138	529	0	29	
MYCO000139	56	0	51	
MYCO000140	14	0	23	
MYCO000141	15	0	27	
MYCO000142	791	0	57	
MYCO000143	307	0	92	
MYCO000144	341	0	41	
MYCO000145	249	0	61	
MYCO000146	879	0	56	
MYCO000147	185	0	101	
MYCO000148	54	0	37	
MYCO000149	933	0	48	
MYCO000150	37	0	19	
MYCO000151	370	0	107	
MYCO000152	123	0	106	
MYCO000153	97	0	42	
MYCO000154	61	0	52	
MYCO000155	147	0	52	
MYCO000156	5	0	16	
MYCO000157	373	0	66	
MYCO000158	15	0	35	
MYCO000159	418	0	91	
MYCO000160	49	0	98	
MYCO000161	161	0	75	
MYCO000162	290	0	67	
MYCO000163	3	0	34	
MYCO000164	14	0	21	
MYCO000165	2556	0	13	
MYCO000166	89	0	89	
MYCO000167	12	2550	29	
MYCO000168	74	0	56	
MYCO000169	150	0	87	
MYCO000170	13	0	45	
MYCO000171	1333	0	78	
MYCO000172	220	0	89	
MYCO000173	17	0	59	
MYCO000174	94	0	84	
MYCO000175	76	0	50	
MYCO000176	207	0	58	
MYCO000177	3	0	24	
MYCO000178	25	0	43	
MYCO000179	306	0	65	
MYCO000180	606	0	82	
MYCO000181	13	0	36	
MYCO000182	377	0	75	
MYCO000185	115	0	21	
MYCO000186	284	0	106	
MYCO000187	85	0	41	
MYCO000188	19	0	28	
MYCO000190	1	0	16	
MYCO000191	519	0	61	
MYCO000192	1197	0	51	
MYCO000193	48	0	117	
MYCO000194	403	0	199	
MYCO000195	837	0	37	
MYCO000196	85	0	26	
MYCO000197	5117	0	2	
MYCO000199	8	0	31	
MYCO000200	81	0	32	
MYCO000201	392	0	24	
MYCO000202	179	0	141	
MYCO000203	227	0	23	
MYCO000205	662	0	49	
MYCO000206	335	0	117	
MYCO000208	30	0	28	
MYCO000209	388	0	59	
MYCO000210	459	0	63	
MYCO000212	72	0	55	
MYCO000213	33	0	62	
MYCO000214	83	0	96	
MYCO000215	608	0	50	
MYCO000216	78	0	47	
