GbGDiv simplified results table from 'accumulate-30.txt' records table.
Isolate records read from table: 7669

Locus	Missing	Paralogous	CountNuc
MYCO001854	87	0	77	
MYCO001886	141	0	63	
MYCO001894	328	0	74	
MYCO001981	30	0	33	
MYCO002050	8	0	14	
MYCO002089	578	0	72	
MYCO002090	7497	0	14	
MYCO002092	913	0	154	
MYCO002093	83	0	45	
MYCO002096	53	0	66	
MYCO002097	175	0	58	
MYCO002109	29	0	43	
MYCO002110	94	0	43	
MYCO002111	207	0	11	
MYCO002112	3300	0	67	
MYCO002115	69	0	94	
MYCO002118	34	0	31	
MYCO002119	48	0	59	
MYCO002121	105	0	38	
MYCO002122	7	0	22	
MYCO002125	69	0	42	
MYCO002130	961	0	49	
MYCO002134	38	0	31	
MYCO002139	159	0	54	
MYCO002140	3	0	29	
MYCO002141	123	0	75	
MYCO002145	113	0	35	
MYCO002150	460	0	37	
MYCO002151	517	0	38	
MYCO002153	1453	0	75	
MYCO002154	1591	0	51	
MYCO002155	1264	0	113	
MYCO002156	37	0	58	
MYCO002157	3334	0	65	
MYCO002163	333	0	91	
MYCO002166	28	0	17	
MYCO002170	924	0	41	
MYCO002176	198	0	67	
MYCO002178	42	0	42	
MYCO002179	145	0	22	
MYCO002182	53	0	34	
MYCO002186	7	0	20	
MYCO002187	2157	0	84	
MYCO002188	77	0	70	
MYCO002192	238	0	54	
MYCO002193	12	0	28	
MYCO002194	66	0	44	
MYCO002195	37	0	58	
MYCO002196	34	0	90	
MYCO002199	5	0	24	
MYCO002200	45	0	60	
MYCO002201	334	0	87	
MYCO002202	351	0	52	
MYCO002210	158	0	62	
MYCO002211	216	0	65	
MYCO002213	398	0	96	
MYCO002216	70	0	66	
MYCO002217	416	0	44	
MYCO002218	320	0	58	
MYCO002219	251	0	44	
MYCO002220	51	0	71	
MYCO002221	1658	0	127	
MYCO002222	83	0	65	
MYCO002225	246	0	51	
MYCO002228	107	0	59	
MYCO002230	503	0	61	
MYCO002235	133	0	55	
MYCO002239	5	0	25	
MYCO002241	948	0	93	
MYCO002242	353	0	52	
MYCO002243	802	0	50	
MYCO002244	9	0	13	
MYCO002245	135	0	57	
MYCO002246	97	0	52	
MYCO002247	320	0	62	
MYCO002257	81	0	49	
MYCO002259	386	0	56	
MYCO002315	1304	0	85	
MYCO002343	389	0	89	
MYCO002344	1168	0	57	
MYCO002357	23	0	46	
MYCO002361	23	0	33	
MYCO002362	216	0	36	
MYCO002364	19	0	49	
MYCO002366	28	0	80	
MYCO002367	14	0	21	
MYCO002368	72	0	59	
MYCO002373	111	0	61	
MYCO002374	247	0	66	
MYCO002399	98	0	53	
MYCO002400	77	0	67	
MYCO002402	122	0	128	
MYCO002404	58	0	105	
MYCO002409	29	0	38	
MYCO002410	15	0	36	
MYCO002411	185	0	90	
MYCO002413	285	0	45	
MYCO002420	333	0	28	
MYCO002421	6	0	21	
MYCO002425	616	0	60	
MYCO002426	2169	0	56	
MYCO002427	680	0	62	
MYCO002439	1162	0	44	
MYCO002440	186	0	83	
MYCO002445	48	0	19	
MYCO002447	136	0	86	
MYCO002448	327	0	129	
MYCO002454	51	0	62	
MYCO002455	126	0	90	
MYCO002457	50	0	46	
MYCO002460	10	0	21	
MYCO002461	14	0	32	
MYCO002462	480	0	62	
MYCO002465	122	0	24	
MYCO002466	72	0	34	
MYCO002467	168	0	129	
MYCO002470	15	0	28	
MYCO002477	47	0	84	
MYCO002500	20	0	64	
MYCO002502	94	0	87	
MYCO002509	22	0	54	
MYCO002511	26	0	28	
MYCO002518	912	0	58	
MYCO002521	5	0	30	
MYCO002523	73	0	17	
MYCO002524	2204	0	355	
MYCO002533	35	0	28	
MYCO002534	10	0	29	
MYCO002538	397	0	60	
MYCO002540	1652	0	70	
MYCO002555	144	0	102	
MYCO002559	652	0	61	
MYCO002568	94	0	54	
MYCO002572	268	0	88	
MYCO002575	122	0	51	
MYCO002580	357	0	50	
MYCO002582	60	0	45	
MYCO002583	199	0	103	
MYCO002587	1144	0	98	
MYCO002589	251	0	69	
MYCO002592	321	0	45	
MYCO002593	166	0	36	
MYCO002594	5	0	22	
MYCO002603	19	0	36	
MYCO002606	73	0	43	
MYCO002610	190	0	55	
MYCO002611	151	0	63	
MYCO002612	14	0	36	
MYCO002613	15	0	21	
MYCO002614	136	0	79	
MYCO002670	44	0	55	
MYCO002673	881	1941	59	
MYCO002676	42	0	28	
MYCO002678	672	0	52	
MYCO002682	176	0	78	
MYCO002696	197	0	51	
MYCO002697	18	0	22	
MYCO002699	0	0	15	
MYCO002702	19	0	54	
MYCO002703	264	0	61	
MYCO002708	9	0	20	
MYCO002710	133	0	47	
MYCO002711	53	0	36	
MYCO002714	51	0	47	
MYCO002715	993	0	70	
MYCO002720	27	0	53	
MYCO002724	79	0	83	
MYCO002725	193	0	79	
MYCO002726	101	0	44	
MYCO002727	387	0	56	
MYCO002731	845	0	61	
MYCO002733	1738	0	77	
MYCO002744	219	0	43	
MYCO002748	724	0	139	
MYCO002750	147	0	45	
MYCO002753	24	0	57	
MYCO002754	76	0	40	
MYCO002764	134	0	64	
MYCO002773	41	0	42	
MYCO002782	567	0	74	
MYCO002783	253	0	93	
MYCO002788	846	0	24	
MYCO002794	42	0	42	
MYCO002795	148	0	56	
MYCO002828	3456	928	57	
MYCO002838	144	0	31	
MYCO002839	2919	0	109	
MYCO002841	42	0	62	
MYCO002846	22	0	64	
MYCO002847	176	0	63	
MYCO002861	37	0	40	
MYCO002864	82	0	71	
MYCO002868	21	0	47	
MYCO002870	170	0	52	
MYCO002882	18	0	35	
MYCO002883	15	0	43	
MYCO002889	151	0	34	
MYCO002894	960	0	38	
MYCO002901	5	0	10	
MYCO002902	432	0	46	
MYCO002915	142	0	66	
MYCO002916	596	0	63	
MYCO002917	1214	0	86	
MYCO002918	451	0	134	
MYCO002919	11	0	19	
MYCO002921	260	0	76	
MYCO002927	41	0	38	
MYCO002965	4	0	17	
MYCO002967	490	0	117	
MYCO002976	122	0	42	
MYCO002981	326	0	66	
MYCO002982	43	0	56	
MYCO002984	103	0	80	
MYCO002988	179	0	55	
MYCO002992	231	0	83	
MYCO002993	16	0	39	
MYCO002995	275	0	54	
MYCO002996	487	0	79	
MYCO003001	37	0	45	
MYCO003003	347	0	80	
MYCO003006	264	0	50	
MYCO003009	36	0	75	
MYCO003010	691	0	50	
MYCO003011	1349	0	69	
MYCO003014	701	0	105	
MYCO003024	352	0	66	
MYCO003025	216	0	65	
MYCO003027	59	0	60	
MYCO003028	966	0	46	
MYCO003029	33	0	34	
MYCO003031	420	0	82	
MYCO003032	761	0	52	
MYCO003034	35	0	40	
MYCO003038	19	0	47	
MYCO003042	138	0	57	
MYCO003043	26	0	70	
MYCO003045	15	0	50	
MYCO003048	28	0	53	
MYCO003049	200	0	91	
MYCO003051	58	0	66	
MYCO003052	32	0	22	
MYCO003053	9	0	9	
MYCO003054	258	0	44	
MYCO003057	32	0	47	
MYCO003085	466	0	55	
MYCO003100	15	0	23	
MYCO003101	42	0	34	
MYCO003102	6	0	34	
MYCO003105	342	0	58	
MYCO003117	117	8	50	
MYCO003118	1532	26	13	
MYCO003139	34	0	83	
MYCO003140	35	0	76	
MYCO003193	109	0	162	
MYCO003194	8	0	46	
MYCO003195	597	0	91	
MYCO003197	48	0	73	
MYCO003198	543	0	94	
MYCO003205	73	0	47	
MYCO003206	50	0	74	
MYCO003207	26	0	44	
MYCO003208	94	0	35	
MYCO003211	583	0	100	
MYCO003213	31	0	53	
MYCO003214	54	0	44	
MYCO003219	9	0	9	
MYCO003220	42	0	66	
MYCO003221	0	0	14	
MYCO003223	6	0	35	
MYCO003228	716	0	54	
MYCO003229	42	0	91	
MYCO003240	798	0	123	
MYCO003241	349	0	37	
MYCO003245	31	0	75	
MYCO003246	19	0	22	
MYCO003248	88	0	92	
MYCO003252	371	0	70	
MYCO003255	207	0	51	
MYCO003257	374	0	62	
MYCO003258	507	0	26	
MYCO003261	29	0	54	
MYCO003262	436	0	66	
MYCO003264	29	0	45	
MYCO003265	184	0	49	
MYCO003267	522	0	57	
MYCO003274	11	0	59	
MYCO003275	235	0	28	
MYCO003276	197	0	64	
MYCO003277	14	0	36	
MYCO003280	58	0	72	
MYCO003285	240	0	76	
MYCO003290	45	0	53	
MYCO003296	2281	0	238	
MYCO003302	145	0	69	
MYCO003303	7601	0	2	
MYCO003304	84	0	18	
MYCO003305	149	0	54	
MYCO003306	462	0	65	
MYCO003313	45	0	37	
MYCO003317	29	0	35	
MYCO003318	400	0	75	
MYCO003319	104	0	45	
MYCO003328	584	0	63	
MYCO003329	85	0	86	
MYCO003330	749	0	69	
MYCO003336	23	0	44	
MYCO003340	38	0	57	
MYCO003341	995	0	62	
MYCO003356	42	0	39	
MYCO003392	73	5854	22	
MYCO003396	134	0	67	
MYCO003409	201	0	81	
MYCO003410	1329	0	55	
MYCO003411	341	0	81	
MYCO003412	16	0	21	
MYCO003417	21	4378	55	
MYCO003418	4	0	13	
MYCO003419	317	0	49	
MYCO003422	8	0	25	
MYCO003432	60	0	66	
MYCO003433	2713	0	56	
MYCO003436	1902	0	77	
MYCO003441	810	0	74	
MYCO003455	355	0	43	
MYCO003457	33	0	58	
MYCO003462	10	0	17	
MYCO003464	23	0	49	
MYCO003490	97	0	82	
MYCO003500	33	0	45	
MYCO003501	56	0	39	
MYCO003504	55	0	70	
MYCO003520	93	0	68	
MYCO003570	25	0	43	
MYCO003571	85	0	56	
MYCO003579	1094	0	73	
MYCO003580	146	0	58	
MYCO003583	6	0	25	
MYCO003589	1780	0	51	
MYCO003592	12	0	20	
MYCO003596	588	0	129	
MYCO003598	61	0	60	
MYCO003600	66	0	39	
MYCO003601	58	0	27	
MYCO003609	8	0	20	
MYCO003610	736	0	102	
MYCO003624	20	0	48	
MYCO003628	34	0	32	
MYCO003644	410	0	72	
MYCO003646	1137	0	129	
MYCO003647	118	0	30	
MYCO003648	12	0	35	
MYCO003668	16	0	36	
MYCO003670	394	0	54	
MYCO003674	16	0	39	
MYCO003676	14	0	29	
MYCO003677	107	0	49	
MYCO003679	41	0	65	
MYCO003680	187	0	59	
MYCO003682	259	0	120	
MYCO003683	127	0	62	
MYCO003684	109	0	39	
MYCO003695	56	0	62	
MYCO003696	309	0	116	
MYCO003705	13	0	46	
MYCO003707	220	0	54	
MYCO003708	226	0	55	
MYCO003709	128	0	59	
MYCO003710	3044	0	64	
MYCO003711	72	0	72	
MYCO003712	999	0	64	
MYCO003713	75	0	29	
MYCO003715	9	0	24	
MYCO003717	8	0	43	
MYCO003718	7	0	20	
MYCO003719	40	0	70	
MYCO003720	260	0	74	
MYCO003721	639	0	94	
MYCO003722	30	0	80	
MYCO003765	849	0	54	
MYCO003774	42	0	58	
MYCO003775	113	0	86	
MYCO003777	451	0	57	
MYCO003778	75	0	76	
MYCO003780	723	0	33	
MYCO003781	16	0	40	
MYCO003782	73	0	49	
MYCO003783	77	0	45	
MYCO003790	42	0	77	
MYCO003791	83	0	61	
MYCO003793	1268	0	212	
MYCO003794	405	0	236	
MYCO003795	353	0	318	
MYCO003799	35	0	87	
MYCO003801	78	0	85	
MYCO003802	143	0	56	
MYCO003804	78	0	62	
MYCO003806	27	0	96	
MYCO003808	477	0	91	
MYCO003809	13	0	56	
MYCO003816	552	0	53	
MYCO003834	216	0	71	
MYCO003835	990	0	83	
MYCO003842	198	0	85	
MYCO003847	2873	0	31	
MYCO003849	18	0	22	
MYCO003858	76	0	65	
MYCO003859	772	0	232	
MYCO003907	76	0	117	
MYCO003908	279	0	56	
MYCO003913	142	0	102	
MYCO003915	18	0	101	
MYCO003917	32	0	110	
MYCO003918	22	0	111	
MYCO003920	17	0	58	
MYCO003921	36	0	112	
MYCO013678	5	0	17	
MYCO000002	80	0	107	
MYCO000003	75	0	99	
MYCO000004	23	0	81	
MYCO000007	824	0	135	
MYCO000008	43	0	58	
MYCO000010	29	0	88	
MYCO000012	63	0	92	
MYCO000014	24	0	142	
MYCO000018	458	0	114	
MYCO000020	380	0	173	
MYCO000021	1036	0	81	
MYCO000022	95	0	53	
MYCO000023	63	0	74	
MYCO000024	2344	0	72	
MYCO000025	835	0	47	
MYCO000026	257	0	128	
MYCO000027	44	0	24	
MYCO000028	23	0	28	
MYCO000029	577	0	110	
MYCO000030	1484	0	32	
MYCO000031	72	0	22	
MYCO000032	2339	0	153	
MYCO000033	29	0	17	
MYCO000034	18	0	30	
MYCO000035	123	0	171	
MYCO000036	155	0	69	
MYCO000037	105	0	104	
MYCO000039	334	0	33	
MYCO000040	117	0	82	
MYCO000041	684	0	213	
MYCO000042	512	0	90	
MYCO000043	70	0	65	
MYCO000044	952	0	66	
MYCO000045	3376	0	66	
MYCO000048	56	0	87	
MYCO000052	220	31	59	
MYCO000057	33	4541	73	
MYCO000058	119	0	177	
MYCO000059	33	0	62	
MYCO000060	17	0	65	
MYCO000061	1772	0	22	
MYCO000062	416	0	112	
MYCO000063	559	0	135	
MYCO000064	3138	0	194	
MYCO000065	18	0	22	
MYCO000067	25	0	42	
MYCO000069	168	0	94	
MYCO000070	39	4442	58	
MYCO000071	2121	0	80	
MYCO000072	1805	0	68	
MYCO000073	61	3263	61	
MYCO000074	2953	0	77	
MYCO000075	368	0	83	
MYCO000076	24	0	28	
MYCO000077	75	0	66	
MYCO000078	94	0	33	
MYCO000079	118	0	45	
MYCO000080	146	0	55	
MYCO000081	13	0	34	
MYCO000082	2023	0	33	
MYCO000083	2754	0	70	
MYCO000084	60	0	59	
MYCO000085	477	0	53	
MYCO000086	606	0	104	
MYCO000087	540	0	107	
MYCO000088	44	0	55	
MYCO000089	81	0	48	
MYCO000090	109	0	68	
MYCO000091	122	0	48	
MYCO000092	427	0	146	
MYCO000093	224	0	72	
MYCO000094	7401	102	47	
MYCO000095	3281	0	215	
MYCO000096	850	0	110	
MYCO000097	17	0	35	
MYCO000098	14	0	37	
MYCO000099	2169	0	86	
MYCO000100	11	0	9	
MYCO000101	307	0	454	
MYCO000102	181	0	139	
MYCO000103	322	0	143	
MYCO000104	2460	0	99	
MYCO000106	187	0	61	
MYCO000107	7602	0	6	
MYCO000108	24	0	17	
MYCO000109	2418	0	85	
MYCO000110	32	0	50	
MYCO000111	276	0	117	
MYCO000112	58	0	89	
MYCO000113	429	0	71	
MYCO000114	315	0	45	
MYCO000115	1009	0	87	
MYCO000116	36	0	56	
MYCO000117	26	0	66	
MYCO000118	262	0	137	
MYCO000119	194	0	104	
MYCO000120	186	0	156	
MYCO000121	252	0	34	
MYCO000122	32	0	25	
MYCO000123	10	0	22	
MYCO000124	7463	0	9	
MYCO000125	434	0	66	
MYCO000126	65	0	120	
MYCO000127	70	0	72	
MYCO000128	74	0	43	
MYCO000130	11	0	48	
MYCO000131	56	0	78	
MYCO000132	323	0	64	
MYCO000133	893	0	53	
MYCO000134	2616	0	40	
MYCO000135	21	0	34	
MYCO000136	767	0	115	
MYCO000137	857	0	39	
MYCO000138	797	0	38	
MYCO000139	72	0	64	
MYCO000140	22	0	27	
MYCO000141	19	0	31	
MYCO000142	1183	0	70	
MYCO000143	455	0	116	
MYCO000144	514	0	49	
MYCO000145	360	0	78	
MYCO000146	1267	0	70	
MYCO000147	265	0	122	
MYCO000148	75	0	49	
MYCO000149	1373	0	61	
MYCO000150	53	0	23	
MYCO000151	551	0	139	
MYCO000152	165	0	132	
MYCO000153	140	0	52	
MYCO000154	83	0	63	
MYCO000155	212	0	60	
MYCO000156	8	0	20	
MYCO000157	581	0	78	
MYCO000158	19	0	40	
MYCO000159	626	0	112	
MYCO000160	72	0	115	
MYCO000161	224	0	92	
MYCO000162	413	0	78	
MYCO000163	9	0	38	
MYCO000164	17	0	29	
MYCO000165	3790	0	24	
MYCO000166	132	0	115	
MYCO000167	15	3828	32	
MYCO000168	114	0	66	
MYCO000169	208	0	104	
MYCO000170	18	0	53	
MYCO000171	2006	0	100	
MYCO000172	319	0	115	
MYCO000173	21	0	65	
MYCO000174	135	0	104	
MYCO000175	113	0	67	
MYCO000176	306	0	72	
MYCO000177	4	0	29	
MYCO000178	42	0	52	
MYCO000179	445	0	77	
MYCO000180	916	0	97	
MYCO000181	19	0	43	
MYCO000182	568	0	88	
MYCO000185	156	0	25	
MYCO000186	416	0	136	
MYCO000187	138	0	54	
MYCO000188	31	0	33	
MYCO000190	2	0	16	
MYCO000191	764	0	77	
MYCO000192	1775	0	63	
MYCO000193	71	0	140	
MYCO000194	595	0	243	
MYCO000195	1213	0	41	
MYCO000196	117	0	30	
MYCO000197	7665	0	4	
MYCO000199	13	0	38	
MYCO000200	121	0	36	
MYCO000201	583	0	28	
MYCO000202	283	0	171	
MYCO000203	329	0	26	
MYCO000205	969	0	56	
MYCO000206	483	0	147	
MYCO000208	47	0	39	
MYCO000209	580	0	71	
MYCO000210	696	0	83	
MYCO000212	91	0	66	
MYCO000213	41	0	82	
