GbGDiv simplified results table from 'accumulate-17.txt' records table.
Isolate records read from table: 4352

Locus	Missing	Paralogous	CountNuc
MYCO000439	163	0	45	
MYCO000440	49	0	51	
MYCO000462	11	0	38	
MYCO000465	37	0	71	
MYCO000466	18	0	29	
MYCO000467	19	0	41	
MYCO000468	38	0	34	
MYCO000472	10	0	29	
MYCO000475	101	0	31	
MYCO000483	49	0	49	
MYCO000484	43	0	33	
MYCO000486	266	0	61	
MYCO000489	641	0	26	
MYCO000490	57	0	39	
MYCO000491	7	0	18	
MYCO000495	12	0	36	
MYCO000496	54	0	40	
MYCO000498	76	0	42	
MYCO000501	24	0	38	
MYCO000502	34	0	38	
MYCO000505	1051	0	34	
MYCO000509	99	0	60	
MYCO000510	77	0	34	
MYCO000512	91	0	33	
MYCO000524	357	0	50	
MYCO000527	134	0	31	
MYCO000528	671	0	52	
MYCO000529	157	0	51	
MYCO000548	28	0	31	
MYCO000551	147	0	83	
MYCO000553	422	0	38	
MYCO000555	403	0	47	
MYCO000557	51	0	61	
MYCO000558	209	0	26	
MYCO000562	22	0	44	
MYCO000563	92	0	41	
MYCO000564	48	0	54	
MYCO000566	12	0	21	
MYCO000636	7	0	20	
MYCO000639	169	0	23	
MYCO000647	161	0	56	
MYCO000655	25	0	47	
MYCO000667	213	0	241	
MYCO000668	173	0	228	
MYCO000672	182	0	82	
MYCO000684	65	0	83	
MYCO000685	16	0	29	
MYCO000693	403	0	47	
MYCO000696	72	0	61	
MYCO000732	10	0	50	
MYCO000733	9	0	20	
MYCO000734	459	0	27	
MYCO000757	10	0	25	
MYCO000758	114	0	136	
MYCO000772	140	0	52	
MYCO000777	50	0	38	
MYCO000780	13	0	34	
MYCO000782	4249	0	5	
MYCO000788	130	0	24	
MYCO000803	99	0	78	
MYCO000808	74	0	60	
MYCO000809	7	0	34	
MYCO000810	2	0	8	
MYCO000814	865	16	13	
MYCO000815	57	4	40	
MYCO000820	13	0	26	
MYCO000821	24	0	18	
MYCO000823	88	0	51	
MYCO000824	9	0	22	
MYCO000859	66	0	69	
MYCO000860	264	0	93	
MYCO000861	39	0	60	
MYCO000871	13	0	12	
MYCO000876	5	0	61	
MYCO000884	13	0	48	
MYCO000885	57	0	34	
MYCO000886	1014	0	66	
MYCO000889	871	0	49	
MYCO000896	54	0	52	
MYCO000902	35	0	28	
MYCO000903	8	0	12	
MYCO000906	1127	0	48	
MYCO000926	20	0	64	
MYCO000927	195	0	32	
MYCO000929	393	0	29	
MYCO000946	44	0	69	
MYCO000949	187	0	93	
MYCO000951	38	0	48	
MYCO000952	80	0	40	
MYCO000953	316	0	49	
MYCO000957	462	0	49	
MYCO000981	47	0	27	
MYCO000983	550	0	59	
MYCO000993	131	0	31	
MYCO000994	288	0	52	
MYCO000995	19	0	28	
MYCO001001	40	0	58	
MYCO001002	62	0	66	
MYCO001007	13	0	60	
MYCO001008	252	0	36	
MYCO001009	220	0	37	
MYCO001010	90	0	46	
MYCO001011	37	0	31	
MYCO001013	50	0	55	
MYCO001014	34	0	34	
MYCO001015	29	0	28	
MYCO001017	5	0	29	
MYCO001018	49	0	65	
MYCO001020	502	0	154	
MYCO001022	209	0	31	
MYCO001023	154	0	51	
MYCO001026	282	0	38	
MYCO001070	23	0	22	
MYCO001071	19	0	55	
MYCO001072	4	0	29	
MYCO001077	68	0	61	
MYCO001079	77	0	38	
MYCO001080	239	0	17	
MYCO001082	42	0	32	
MYCO001086	60	0	37	
MYCO001092	112	0	30	
MYCO001094	70	0	19	
MYCO001095	101	0	47	
MYCO001098	76	0	41	
MYCO001099	266	0	41	
MYCO001108	80	0	50	
MYCO001110	14	0	30	
MYCO001112	561	0	42	
MYCO001165	199	0	77	
MYCO001173	256	0	91	
MYCO001177	14	0	8	
MYCO001178	156	0	51	
MYCO001193	416	0	47	
MYCO001201	253	0	40	
MYCO001202	200	0	34	
MYCO001207	300	0	41	
MYCO001208	29	0	32	
MYCO001213	206	0	54	
MYCO001220	252	0	18	
MYCO001221	6	0	30	
MYCO001223	705	0	66	
MYCO001229	127	0	47	
MYCO001238	49	0	35	
MYCO001239	17	0	46	
MYCO001245	91	0	46	
MYCO001248	494	0	136	
MYCO001253	194	0	74	
MYCO001272	328	0	64	
MYCO001273	23	0	72	
MYCO001277	479	0	40	
MYCO001292	35	0	64	
MYCO001293	58	0	47	
MYCO001294	77	0	46	
MYCO001295	62	0	42	
MYCO001297	366	0	56	
MYCO001299	43	0	27	
MYCO001302	14	0	32	
MYCO001305	8	0	9	
MYCO001308	71	0	48	
MYCO001309	15	0	39	
MYCO001310	21	0	40	
MYCO001311	16	0	23	
MYCO001315	23	0	38	
MYCO001321	64	0	30	
MYCO001323	92	0	47	
MYCO001326	53	0	83	
MYCO001327	78	0	69	
MYCO001328	151	0	108	
MYCO001338	118	0	31	
MYCO001340	56	0	25	
MYCO001380	52	0	31	
MYCO001381	464	0	45	
MYCO001383	40	0	41	
MYCO001384	413	0	144	
MYCO001385	685	0	37	
MYCO001388	5	0	24	
MYCO001390	2	0	14	
MYCO001391	776	0	55	
MYCO001392	436	0	64	
MYCO001402	1787	0	60	
MYCO001407	597	0	70	
MYCO001408	145	0	26	
MYCO001410	13	0	55	
MYCO001412	19	0	28	
MYCO001415	22	0	43	
MYCO001416	8	0	19	
MYCO001420	29	0	67	
MYCO001421	25	0	35	
MYCO001436	7	0	40	
MYCO001437	48	0	46	
MYCO001438	23	0	29	
MYCO001440	22	0	13	
MYCO001445	279	0	33	
MYCO001447	518	0	86	
MYCO001448	52	0	48	
MYCO001449	221	0	75	
MYCO001451	88	0	38	
MYCO001457	9	0	29	
MYCO001458	23	0	40	
MYCO001462	57	0	53	
MYCO001463	15	0	27	
MYCO001464	233	0	46	
MYCO001465	13	0	14	
MYCO001466	9	0	9	
MYCO001467	84	2224	56	
MYCO001473	42	0	49	
MYCO001474	139	0	18	
MYCO001475	25	0	79	
MYCO001479	91	0	42	
MYCO001480	130	0	41	
MYCO001481	24	0	36	
MYCO001483	115	0	22	
MYCO001484	29	0	36	
MYCO001485	132	0	32	
MYCO001493	688	0	67	
MYCO001536	150	0	120	
MYCO001540	30	0	49	
MYCO001547	164	0	105	
MYCO001557	740	0	56	
MYCO001559	950	0	58	
MYCO001564	52	0	82	
MYCO001568	266	0	46	
MYCO001569	834	0	32	
MYCO001589	17	0	32	
MYCO001593	4	0	27	
MYCO001594	56	0	47	
MYCO001595	476	0	62	
MYCO001599	396	0	49	
MYCO001600	10	0	46	
MYCO001601	2	0	23	
MYCO001603	11	0	33	
MYCO001605	18	0	31	
MYCO001609	98	0	68	
MYCO001611	75	0	24	
MYCO001612	11	0	51	
MYCO001617	58	0	57	
MYCO001626	22	0	23	
MYCO001627	134	0	36	
MYCO001629	155	0	114	
MYCO001633	571	0	82	
MYCO001638	203	0	114	
MYCO001641	4352	0	0	
MYCO001649	335	0	37	
MYCO001652	245	0	37	
MYCO001653	763	0	36	
MYCO001654	118	0	26	
MYCO001655	475	0	50	
MYCO001656	364	0	32	
MYCO001657	402	0	18	
MYCO001658	132	0	50	
MYCO001659	404	0	48	
MYCO001689	15	0	40	
MYCO001694	161	0	37	
MYCO001695	4	0	36	
MYCO001697	6	0	30	
MYCO001699	23	0	94	
MYCO001701	66	0	28	
MYCO001708	23	0	30	
MYCO001709	7	0	41	
MYCO001711	3	0	35	
MYCO001712	28	0	29	
MYCO001713	202	0	56	
MYCO001821	45	0	94	
MYCO001827	6	0	21	
MYCO001829	45	0	21	
MYCO001830	23	0	58	
MYCO001832	126	0	117	
MYCO001837	109	0	88	
MYCO001842	89	0	72	
MYCO001843	109	0	60	
MYCO001844	62	0	76	
MYCO001854	46	0	62	
MYCO001886	89	0	48	
MYCO001894	195	0	60	
MYCO001981	20	0	26	
MYCO002050	4	0	12	
MYCO002089	324	0	52	
MYCO002090	4256	0	10	
MYCO002092	521	0	106	
MYCO002093	43	0	32	
MYCO002096	32	0	46	
MYCO002097	93	0	39	
MYCO002109	17	0	32	
MYCO002110	55	0	38	
MYCO002111	124	0	10	
MYCO002112	1899	0	50	
MYCO002115	44	0	73	
MYCO002118	16	0	23	
MYCO002119	30	0	42	
MYCO002121	60	0	28	
MYCO002122	4	0	13	
MYCO002125	42	0	28	
MYCO002130	555	0	35	
MYCO002134	25	0	22	
MYCO002139	88	0	44	
MYCO002140	2	0	22	
MYCO002141	76	0	60	
MYCO002145	62	0	28	
MYCO002150	273	0	33	
MYCO002151	291	0	24	
MYCO002153	839	0	59	
MYCO002154	927	0	35	
MYCO002155	710	0	83	
MYCO002156	19	0	46	
MYCO002157	1910	0	49	
MYCO002163	189	0	66	
MYCO002166	15	0	12	
MYCO002170	523	0	27	
MYCO002176	120	0	49	
MYCO002178	24	0	32	
MYCO002179	89	0	14	
MYCO002182	32	0	26	
MYCO002186	4	0	14	
MYCO002187	1237	0	62	
MYCO002188	48	0	57	
MYCO002192	134	0	38	
MYCO002193	8	0	18	
MYCO002194	37	0	36	
MYCO002195	22	0	49	
MYCO002196	22	0	66	
MYCO002199	1	0	19	
MYCO002200	27	0	40	
MYCO002201	185	0	64	
MYCO002202	199	0	41	
MYCO002210	87	0	42	
MYCO002211	130	0	55	
MYCO002213	233	0	76	
MYCO002216	41	0	49	
MYCO002217	234	0	37	
MYCO002218	188	0	45	
MYCO002219	143	0	29	
MYCO002220	30	0	53	
MYCO002221	974	0	95	
MYCO002222	47	0	49	
MYCO002225	142	0	43	
MYCO002228	63	0	46	
MYCO002230	283	0	43	
MYCO002235	83	0	42	
MYCO002239	2	0	19	
MYCO002241	552	0	69	
MYCO002242	196	0	37	
MYCO002243	463	0	35	
MYCO002244	5	0	7	
MYCO002245	78	0	46	
MYCO002246	49	0	41	
MYCO002247	187	0	47	
MYCO002257	46	0	38	
MYCO002259	223	0	36	
MYCO002315	757	0	62	
MYCO002343	214	0	64	
MYCO002344	681	0	39	
MYCO002357	14	0	33	
MYCO002361	12	0	26	
MYCO002362	127	0	27	
MYCO002364	10	0	35	
MYCO002366	16	0	58	
MYCO002367	7	0	19	
MYCO002368	45	0	39	
MYCO002373	68	0	41	
MYCO002374	145	0	50	
MYCO002399	63	0	36	
MYCO002400	51	0	49	
MYCO002402	73	0	98	
MYCO002404	35	0	77	
MYCO002409	16	0	31	
MYCO002410	8	0	27	
MYCO002411	106	0	60	
MYCO002413	156	0	38	
MYCO002420	186	0	23	
MYCO002421	1	0	16	
MYCO002425	354	0	40	
MYCO002426	1231	0	47	
MYCO002427	376	0	49	
MYCO002439	671	0	34	
MYCO002440	109	0	66	
MYCO002445	26	0	14	
MYCO002447	83	0	64	
MYCO002448	189	0	99	
MYCO002454	29	0	47	
MYCO002455	79	0	59	
MYCO002457	29	0	37	
MYCO002460	5	0	17	
MYCO002461	10	0	22	
MYCO002462	278	0	46	
MYCO002465	68	0	18	
MYCO002466	42	0	26	
MYCO002467	106	0	102	
MYCO002470	10	0	24	
MYCO002477	26	0	55	
MYCO002500	14	0	45	
MYCO002502	57	0	64	
MYCO002509	14	0	40	
MYCO002511	17	0	19	
MYCO002518	519	0	40	
MYCO002521	2	0	20	
MYCO002523	43	0	11	
MYCO002524	1268	0	253	
MYCO002533	19	0	22	
MYCO002534	2	0	19	
MYCO002538	232	0	45	
MYCO002540	974	0	47	
MYCO002555	79	0	75	
MYCO002559	380	0	42	
MYCO002568	52	0	43	
MYCO002572	157	0	64	
MYCO002575	70	0	42	
MYCO002580	194	0	41	
MYCO002582	36	0	36	
MYCO002583	117	0	79	
MYCO002587	668	0	67	
MYCO002589	139	0	53	
MYCO002592	188	0	32	
MYCO002593	93	0	24	
MYCO002594	2	0	16	
MYCO002603	9	0	27	
MYCO002606	38	0	30	
MYCO002610	105	0	42	
MYCO002611	82	0	47	
MYCO002612	7	0	29	
MYCO002613	9	0	17	
MYCO002614	75	0	59	
MYCO002670	26	0	38	
MYCO002673	510	1101	43	
MYCO002676	27	0	18	
MYCO002678	382	0	41	
MYCO002682	99	0	61	
MYCO002696	119	0	39	
MYCO002697	8	0	17	
MYCO002699	0	0	12	
MYCO002702	11	0	42	
MYCO002703	160	0	47	
MYCO002708	4	0	13	
MYCO002710	79	0	36	
MYCO002711	31	0	31	
MYCO002714	33	0	39	
MYCO002715	571	0	53	
MYCO002720	17	0	40	
MYCO002724	51	0	68	
MYCO002725	114	0	53	
MYCO002726	56	0	30	
MYCO002727	234	0	43	
MYCO002731	487	0	47	
MYCO002733	1009	0	54	
MYCO002744	124	0	34	
MYCO002748	411	0	105	
MYCO002750	84	0	38	
MYCO002753	13	0	46	
MYCO002754	32	0	28	
MYCO002764	79	0	43	
MYCO002773	25	0	28	
MYCO002782	324	0	55	
MYCO002783	149	0	70	
MYCO002788	473	0	17	
MYCO002794	23	0	30	
MYCO002795	84	0	39	
MYCO002828	1971	512	43	
MYCO002838	80	0	21	
MYCO002839	1682	0	82	
MYCO002841	27	0	47	
MYCO002846	7	0	53	
MYCO002847	106	0	45	
MYCO002861	20	0	31	
MYCO002864	52	0	51	
MYCO002868	14	0	37	
MYCO002870	101	0	37	
MYCO002882	11	0	29	
MYCO002883	4	0	30	
MYCO002889	87	0	28	
MYCO002894	558	0	29	
MYCO002901	3	0	9	
MYCO002902	240	0	31	
MYCO002915	83	0	51	
MYCO002916	345	0	46	
MYCO002917	691	0	61	
MYCO002918	269	0	98	
MYCO002919	4	0	12	
MYCO002921	142	0	51	
MYCO002927	25	0	32	
MYCO002965	4	0	12	
MYCO002967	289	0	82	
MYCO002976	70	0	31	
MYCO002981	190	0	49	
MYCO002982	28	0	43	
MYCO002984	59	0	55	
MYCO002988	113	0	37	
MYCO002992	133	0	63	
MYCO002993	11	0	32	
MYCO002995	159	0	44	
MYCO002996	280	0	65	
MYCO003001	22	0	35	
MYCO003003	202	0	61	
MYCO003006	152	0	38	
MYCO003009	21	0	53	
MYCO003010	395	0	36	
MYCO003011	788	0	48	
MYCO003014	403	0	78	
MYCO003024	189	0	53	
MYCO003025	125	0	41	
MYCO003027	39	0	46	
MYCO003028	552	0	37	
MYCO003029	20	0	26	
MYCO003031	239	0	60	
MYCO003032	431	0	34	
MYCO003034	17	0	31	
MYCO003038	11	0	35	
MYCO003042	74	0	39	
MYCO003043	10	0	50	
MYCO003045	5	0	38	
MYCO003048	20	0	38	
MYCO003049	105	0	69	
MYCO003051	33	0	54	
MYCO003052	20	0	14	
MYCO003053	5	0	7	
MYCO003054	149	0	33	
MYCO003057	18	0	36	
MYCO003085	242	0	40	
MYCO003100	10	0	20	
MYCO003101	26	0	28	
MYCO003102	3	0	26	
MYCO003105	197	0	46	
MYCO003117	57	4	40	
MYCO003118	865	16	13	
MYCO003139	22	0	64	
MYCO003140	21	0	59	
MYCO003193	77	0	116	
MYCO003194	4	0	33	
MYCO003195	343	0	65	
MYCO003197	31	0	50	
MYCO003198	304	0	69	
MYCO003205	41	0	31	
MYCO003206	24	0	56	
MYCO003207	19	0	36	
MYCO003208	56	0	25	
MYCO003211	339	0	73	
MYCO003213	16	0	41	
MYCO003214	30	0	38	
MYCO003219	7	0	7	
MYCO003220	26	0	50	
MYCO003221	0	0	12	
MYCO003223	4	0	26	
MYCO003228	415	0	43	
MYCO003229	28	0	69	
MYCO003240	468	0	85	
MYCO003241	200	0	25	
MYCO003245	19	0	58	
MYCO003246	13	0	16	
MYCO003248	51	0	61	
MYCO003252	199	0	45	
MYCO003255	120	0	39	
MYCO003257	222	0	47	
MYCO003258	293	0	16	
MYCO003261	17	0	43	
MYCO003262	254	0	45	
MYCO003264	20	0	32	
MYCO003265	109	0	35	
MYCO003267	298	0	40	
MYCO003274	8	0	43	
MYCO003275	123	0	26	
MYCO003276	114	0	46	
MYCO003277	7	0	29	
MYCO003280	35	0	51	
MYCO003285	140	0	60	
MYCO003290	25	0	43	
MYCO003296	1313	0	175	
MYCO003302	82	0	49	
MYCO003303	4308	0	2	
MYCO003304	44	0	12	
MYCO003305	84	0	39	
MYCO003306	276	0	52	
MYCO003313	27	0	23	
MYCO003317	17	0	27	
MYCO003318	225	0	56	
MYCO003319	48	0	39	
MYCO003328	336	0	50	
MYCO003329	53	0	64	
MYCO003330	437	0	48	
MYCO003336	16	0	30	
MYCO003340	24	0	47	
MYCO003341	570	0	49	
MYCO003356	23	0	33	
MYCO003392	43	3316	17	
MYCO003396	81	0	57	
MYCO003409	113	0	55	
MYCO003410	757	0	40	
MYCO003411	193	0	63	
MYCO003412	10	0	18	
MYCO003417	14	2487	44	
MYCO003418	0	0	9	
MYCO003419	173	0	39	
MYCO003422	4	0	20	
MYCO003432	39	0	41	
MYCO003433	1563	0	34	
MYCO003436	1083	0	57	
MYCO003441	481	0	60	
MYCO003455	205	0	32	
MYCO003457	18	0	44	
MYCO003462	8	0	12	
MYCO003464	13	0	40	
MYCO003490	53	0	63	
MYCO003500	21	0	36	
MYCO003501	29	0	28	
MYCO003504	32	0	46	
MYCO003520	47	0	54	
MYCO003570	16	0	32	
MYCO003571	53	0	38	
MYCO003579	624	0	48	
MYCO003580	88	0	39	
MYCO003583	3	0	17	
MYCO003589	1022	0	30	
MYCO003592	7	0	14	
MYCO003596	345	0	90	
MYCO003598	37	0	47	
MYCO003600	32	0	28	
MYCO003601	32	0	19	
MYCO003609	5	0	17	
MYCO003610	425	0	76	
MYCO003624	12	0	35	
MYCO003628	18	0	22	
MYCO003644	230	0	59	
MYCO003646	667	0	102	
MYCO003647	65	0	23	
MYCO003648	7	0	28	
MYCO003668	10	0	26	
MYCO003670	230	0	38	
MYCO003674	9	0	32	
MYCO003676	9	0	23	
MYCO003677	60	0	40	
MYCO003679	23	0	51	
MYCO003680	109	0	45	
MYCO003682	146	0	83	
MYCO003683	80	0	43	
MYCO003684	66	0	28	
MYCO003695	33	0	50	
MYCO003696	184	0	85	
MYCO003705	7	0	31	
MYCO003707	130	0	46	
MYCO003708	135	0	46	
MYCO003709	82	0	42	
MYCO003710	1736	0	42	
MYCO003711	34	0	52	
MYCO003712	566	0	42	
MYCO003713	44	0	23	
MYCO003715	6	0	19	
MYCO003717	4	0	31	
MYCO003718	4	0	14	
MYCO003719	28	0	60	
MYCO003720	144	0	56	
MYCO003721	379	0	68	
MYCO003722	20	0	60	
MYCO003765	487	0	42	
MYCO003774	20	0	48	
MYCO003775	65	0	68	
MYCO003777	253	0	46	
MYCO003778	49	0	57	
MYCO003780	414	0	24	
MYCO003781	9	0	23	
MYCO003782	44	0	41	
MYCO003783	44	0	31	
MYCO003790	23	0	56	
MYCO003791	48	0	40	
MYCO003793	740	0	149	
MYCO003794	237	0	169	
MYCO003795	205	0	244	
MYCO003799	23	0	60	
MYCO003801	42	0	63	
MYCO003802	81	0	39	
MYCO003804	47	0	47	
MYCO003806	16	0	70	
MYCO003808	278	0	63	
MYCO003809	8	0	41	
MYCO003816	316	0	37	
MYCO003834	117	0	48	
MYCO003835	566	0	65	
MYCO003842	119	0	64	
MYCO003847	1628	0	23	
MYCO003849	6	0	16	
MYCO003858	48	0	48	
MYCO003859	445	0	180	
MYCO003907	41	0	87	
MYCO003908	159	0	45	
MYCO003913	77	0	78	
MYCO003915	12	0	81	
MYCO003917	17	0	85	
MYCO003918	14	0	83	
MYCO003920	11	0	44	
MYCO003921	20	0	82	
MYCO013678	2	0	15	
MYCO000002	48	0	87	
MYCO000003	43	0	74	
MYCO000004	14	0	61	
MYCO000007	464	0	97	
MYCO000008	19	0	40	
MYCO000010	14	0	63	
MYCO000012	33	0	71	
MYCO000014	14	0	111	
MYCO000018	257	0	86	
MYCO000020	219	0	124	
MYCO000021	600	0	63	
MYCO000022	49	0	41	
MYCO000023	43	0	57	
MYCO000024	1318	0	51	
MYCO000025	466	0	37	
MYCO000026	142	0	85	
MYCO000027	24	0	17	
MYCO000028	14	0	21	
MYCO000029	332	0	86	
MYCO000030	863	0	28	
MYCO000031	39	0	20	
MYCO000032	1328	0	111	
MYCO000033	16	0	12	
MYCO000034	10	0	24	
MYCO000035	58	0	129	
MYCO000036	95	0	57	
MYCO000037	55	0	76	
MYCO000039	191	0	24	
MYCO000040	71	0	56	
MYCO000041	398	0	165	
MYCO000042	294	0	74	
MYCO000043	38	0	46	
MYCO000044	537	0	50	
MYCO000045	1926	0	55	
MYCO000048	29	0	62	
MYCO000052	126	15	46	
MYCO000057	19	2590	55	
MYCO000058	74	0	129	
MYCO000059	19	0	52	
MYCO000060	11	0	47	
MYCO000061	992	0	17	
MYCO000062	230	0	82	
MYCO000063	319	0	109	
MYCO000064	1784	0	134	
MYCO000065	11	0	13	
MYCO000067	18	0	35	
MYCO000069	102	0	67	
MYCO000070	20	2510	49	
MYCO000071	1195	0	53	
MYCO000072	1016	0	48	
MYCO000073	35	1841	48	
MYCO000074	1681	0	67	
MYCO000075	219	0	67	
MYCO000076	13	0	23	
MYCO000077	47	0	46	
MYCO000078	58	0	25	
MYCO000079	70	0	38	
MYCO000080	84	0	39	
MYCO000081	6	0	29	
MYCO000082	1117	0	26	
MYCO000083	1575	0	58	
MYCO000084	35	0	48	
MYCO000085	273	0	37	
MYCO000086	353	0	72	
MYCO000087	308	0	74	
MYCO000088	27	0	47	
MYCO000089	44	0	37	
MYCO000090	60	0	52	
MYCO000091	70	0	34	
MYCO000092	245	0	105	
MYCO000093	129	0	53	
MYCO000094	4202	61	36	
MYCO000095	1870	0	164	
MYCO000096	476	0	75	
MYCO000097	9	0	28	
MYCO000098	10	0	26	
MYCO000099	1244	0	67	
MYCO000100	7	0	8	
MYCO000101	181	0	326	
MYCO000102	110	0	99	
MYCO000103	178	0	107	
MYCO000104	1384	0	74	
MYCO000106	94	0	44	
MYCO000107	4307	0	6	
MYCO000108	15	0	13	
MYCO000109	1378	0	63	
MYCO000110	17	0	36	
MYCO000111	153	0	94	
MYCO000112	35	0	65	
MYCO000113	240	0	53	
MYCO000114	182	0	34	
MYCO000115	581	0	67	
MYCO000116	23	0	38	
MYCO000117	18	0	49	
MYCO000118	152	0	103	
MYCO000119	113	0	81	
MYCO000120	105	0	123	
MYCO000121	134	0	29	
MYCO000122	20	0	12	
MYCO000123	7	0	16	
MYCO000124	4240	0	5	
MYCO000125	245	0	54	
MYCO000126	44	0	85	
MYCO000127	37	0	57	
MYCO000128	46	0	29	
MYCO000130	6	0	36	
MYCO000131	32	0	63	
MYCO000132	187	0	48	
MYCO000133	513	0	42	
MYCO000134	1484	0	29	
MYCO000135	12	0	24	
MYCO000136	444	0	85	
MYCO000137	490	0	31	
MYCO000138	451	0	28	
MYCO000139	46	0	47	
MYCO000140	13	0	21	
MYCO000141	13	0	24	
MYCO000142	674	0	54	
MYCO000143	259	0	85	
MYCO000144	294	0	39	
MYCO000145	218	0	54	
MYCO000146	737	0	51	
MYCO000147	160	0	92	
MYCO000148	46	0	34	
MYCO000149	781	0	45	
MYCO000150	32	0	19	
MYCO000151	307	0	96	
MYCO000152	105	0	96	
MYCO000153	83	0	39	
MYCO000154	52	0	49	
MYCO000155	119	0	45	
MYCO000156	4	0	16	
MYCO000157	329	0	61	
MYCO000158	14	0	34	
MYCO000159	353	0	85	
MYCO000160	45	0	89	
MYCO000161	135	0	67	
MYCO000162	245	0	63	
MYCO000163	1	0	33	
MYCO000164	12	0	21	
MYCO000165	2155	0	12	
MYCO000166	69	0	86	
MYCO000167	7	2164	27	
MYCO000168	65	0	48	
MYCO000169	130	0	80	
MYCO000170	10	0	44	
MYCO000171	1143	0	74	
MYCO000172	191	0	80	
MYCO000173	16	0	55	
MYCO000174	78	0	72	
MYCO000175	62	0	45	
MYCO000176	169	0	54	
MYCO000177	2	0	21	
MYCO000178	22	0	42	
MYCO000179	253	0	58	
MYCO000180	512	0	78	
MYCO000181	12	0	35	
MYCO000182	328	0	70	
MYCO000185	94	0	20	
MYCO000186	241	0	100	
MYCO000187	75	0	38	
MYCO000188	18	0	27	
MYCO000190	1	0	14	
MYCO000191	441	0	58	
MYCO000192	1022	0	44	
MYCO000193	41	0	105	
MYCO000194	352	0	182	
MYCO000195	698	0	33	
MYCO000196	69	0	26	
MYCO000197	4350	0	2	
MYCO000199	7	0	26	
MYCO000200	68	0	28	
MYCO000201	333	0	22	
MYCO000202	154	0	130	
MYCO000203	196	0	20	
MYCO000205	560	0	46	
MYCO000206	281	0	107	
MYCO000208	28	0	26	
MYCO000209	332	0	54	
MYCO000210	391	0	56	
MYCO000212	61	0	50	
MYCO000213	29	0	59	
MYCO000214	76	0	89	
MYCO000215	518	0	47	
MYCO000216	64	0	42	
MYCO000217	389	0	45	
