GbGDiv simplified results table from 'accumulate-3.txt' records table.
Isolate records read from table: 768

Locus	Missing	Paralogous	CountNuc
MYCO000489	127	0	11	
MYCO000490	12	0	17	
MYCO000491	1	0	6	
MYCO000495	3	0	16	
MYCO000496	12	0	16	
MYCO000498	9	0	16	
MYCO000501	7	0	16	
MYCO000502	8	0	7	
MYCO000505	193	0	12	
MYCO000509	15	0	22	
MYCO000510	17	0	13	
MYCO000512	21	0	17	
MYCO000524	70	0	14	
MYCO000527	23	0	8	
MYCO000528	116	0	17	
MYCO000529	25	0	16	
MYCO000548	7	0	9	
MYCO000551	31	0	26	
MYCO000553	74	0	10	
MYCO000555	85	0	12	
MYCO000557	11	0	24	
MYCO000558	43	0	9	
MYCO000562	2	0	18	
MYCO000563	19	0	17	
MYCO000564	7	0	23	
MYCO000566	2	0	11	
MYCO000636	3	0	8	
MYCO000639	40	0	13	
MYCO000647	36	0	19	
MYCO000655	5	0	21	
MYCO000667	48	0	82	
MYCO000668	32	0	85	
MYCO000672	36	0	26	
MYCO000684	18	0	33	
MYCO000685	6	0	5	
MYCO000693	70	0	13	
MYCO000696	19	0	24	
MYCO000732	2	0	18	
MYCO000733	1	0	6	
MYCO000734	76	0	6	
MYCO000757	3	0	11	
MYCO000758	19	0	35	
MYCO000772	26	0	17	
MYCO000777	7	0	11	
MYCO000780	3	0	12	
MYCO000782	746	0	3	
MYCO000788	26	0	6	
MYCO000803	22	0	36	
MYCO000808	11	0	26	
MYCO000809	1	0	16	
MYCO000810	0	0	5	
MYCO000814	156	0	8	
MYCO000815	13	0	11	
MYCO000820	2	0	8	
MYCO000821	5	0	7	
MYCO000823	17	0	21	
MYCO000824	3	0	14	
MYCO000859	13	0	28	
MYCO000860	66	0	32	
MYCO000861	5	0	29	
MYCO000871	2	0	6	
MYCO000876	0	0	25	
MYCO000884	2	0	16	
MYCO000885	10	0	12	
MYCO000886	183	0	17	
MYCO000889	162	0	14	
MYCO000896	16	0	14	
MYCO000902	9	0	9	
MYCO000903	4	0	5	
MYCO000906	200	0	13	
MYCO000926	5	0	18	
MYCO000927	34	0	10	
MYCO000929	76	0	11	
MYCO000946	12	0	24	
MYCO000949	37	0	35	
MYCO000951	7	0	15	
MYCO000952	18	0	16	
MYCO000953	61	0	14	
MYCO000957	92	0	16	
MYCO000981	6	0	12	
MYCO000983	106	0	25	
MYCO000993	29	0	10	
MYCO000994	53	0	20	
MYCO000995	4	0	11	
MYCO001001	4	0	24	
MYCO001002	12	0	22	
MYCO001007	3	0	18	
MYCO001008	42	0	16	
MYCO001009	51	0	10	
MYCO001010	18	0	15	
MYCO001011	6	0	13	
MYCO001013	8	0	16	
MYCO001014	5	0	13	
MYCO001015	7	0	11	
MYCO001017	1	0	10	
MYCO001018	6	0	24	
MYCO001020	95	0	47	
MYCO001022	43	0	9	
MYCO001023	34	0	20	
MYCO001026	57	0	15	
MYCO001070	2	0	10	
MYCO001071	3	0	19	
MYCO001072	2	0	12	
MYCO001077	13	0	25	
MYCO001079	15	0	14	
MYCO001080	43	0	5	
MYCO001082	3	0	12	
MYCO001086	12	0	15	
MYCO001092	26	0	12	
MYCO001094	17	0	8	
MYCO001095	26	0	16	
MYCO001098	14	0	16	
MYCO001099	50	0	11	
MYCO001108	11	0	19	
MYCO001110	1	0	15	
MYCO001112	99	0	20	
MYCO001165	31	0	29	
MYCO001173	46	0	29	
MYCO001177	5	0	3	
MYCO001178	29	0	17	
MYCO001193	77	0	17	
MYCO001201	42	0	21	
MYCO001202	39	0	13	
MYCO001207	57	0	20	
MYCO001208	5	0	10	
MYCO001213	42	0	20	
MYCO001220	41	0	5	
MYCO001221	0	0	10	
MYCO001223	127	0	20	
MYCO001229	17	0	15	
MYCO001238	11	0	11	
MYCO001239	2	0	11	
MYCO001245	23	0	16	
MYCO001248	95	0	50	
MYCO001253	40	0	29	
MYCO001272	66	0	19	
MYCO001273	5	0	22	
MYCO001277	91	0	17	
MYCO001292	9	0	18	
MYCO001293	13	0	8	
MYCO001294	18	0	16	
MYCO001295	11	0	19	
MYCO001297	70	0	25	
MYCO001299	6	0	11	
MYCO001302	5	0	10	
MYCO001305	3	0	3	
MYCO001308	13	0	15	
MYCO001309	2	0	13	
MYCO001310	4	0	11	
MYCO001311	5	0	6	
MYCO001315	3	0	14	
MYCO001321	14	0	11	
MYCO001323	20	0	18	
MYCO001326	6	0	29	
MYCO001327	14	0	21	
MYCO001328	30	0	41	
MYCO001338	24	0	10	
MYCO001340	13	0	10	
MYCO001380	14	0	16	
MYCO001381	80	0	22	
MYCO001383	4	0	16	
MYCO001384	69	0	54	
MYCO001385	123	0	11	
MYCO001388	1	0	10	
MYCO001390	1	0	5	
MYCO001391	140	0	19	
MYCO001392	84	0	32	
MYCO001402	330	0	22	
MYCO001407	109	0	28	
MYCO001408	22	0	11	
MYCO001410	2	0	15	
MYCO001412	5	0	14	
MYCO001415	3	0	14	
MYCO001416	2	0	7	
MYCO001420	5	0	27	
MYCO001421	7	0	10	
MYCO001436	1	0	18	
MYCO001437	11	0	13	
MYCO001438	3	0	9	
MYCO001440	5	0	3	
MYCO001445	44	0	17	
MYCO001447	101	0	28	
MYCO001448	9	0	14	
MYCO001449	46	0	26	
MYCO001451	15	0	22	
MYCO001457	2	0	9	
MYCO001458	6	0	19	
MYCO001462	9	0	22	
MYCO001463	2	0	14	
MYCO001464	41	0	22	
MYCO001465	1	0	6	
MYCO001466	0	0	6	
MYCO001467	18	382	24	
MYCO001473	9	0	18	
MYCO001474	29	0	6	
MYCO001475	5	0	26	
MYCO001479	19	0	12	
MYCO001480	24	0	18	
MYCO001481	5	0	12	
MYCO001483	22	0	7	
MYCO001484	4	0	15	
MYCO001485	22	0	14	
MYCO001493	131	0	23	
MYCO001536	25	0	47	
MYCO001540	4	0	12	
MYCO001547	38	0	43	
MYCO001557	136	0	19	
MYCO001559	178	0	19	
MYCO001564	11	0	28	
MYCO001568	48	0	19	
MYCO001569	154	0	15	
MYCO001589	2	0	10	
MYCO001593	3	0	9	
MYCO001594	10	0	15	
MYCO001595	84	0	29	
MYCO001599	68	0	16	
MYCO001600	1	0	12	
MYCO001601	0	0	9	
MYCO001603	2	0	7	
MYCO001605	1	0	12	
MYCO001609	16	0	19	
MYCO001611	13	0	7	
MYCO001612	2	0	16	
MYCO001617	17	0	20	
MYCO001626	4	0	8	
MYCO001627	30	0	13	
MYCO001629	26	0	40	
MYCO001633	103	0	40	
MYCO001638	42	0	42	
MYCO001641	768	0	0	
MYCO001649	73	0	11	
MYCO001652	38	0	15	
MYCO001653	141	0	10	
MYCO001654	25	0	11	
MYCO001655	86	0	16	
MYCO001656	62	0	9	
MYCO001657	75	0	8	
MYCO001658	23	0	19	
MYCO001659	77	0	20	
MYCO001689	4	0	14	
MYCO001694	25	0	9	
MYCO001695	1	0	13	
MYCO001697	2	0	10	
MYCO001699	3	0	30	
MYCO001701	10	0	10	
MYCO001708	4	0	10	
MYCO001709	0	0	18	
MYCO001711	0	0	14	
MYCO001712	5	0	14	
MYCO001713	35	0	17	
MYCO001821	8	0	34	
MYCO001827	3	0	7	
MYCO001829	9	0	6	
MYCO001830	1	0	18	
MYCO001832	25	0	32	
MYCO001837	22	0	20	
MYCO001842	19	0	23	
MYCO001843	22	0	17	
MYCO001844	10	0	32	
MYCO001854	11	0	15	
MYCO001886	17	0	17	
MYCO001894	34	0	27	
MYCO001981	3	0	5	
MYCO002050	1	0	1	
MYCO002089	59	0	18	
MYCO002090	757	0	2	
MYCO002092	95	0	41	
MYCO002093	11	0	14	
MYCO002096	5	0	16	
MYCO002097	20	0	17	
MYCO002109	6	0	14	
MYCO002110	7	0	14	
MYCO002111	23	0	5	
MYCO002112	342	0	18	
MYCO002115	10	0	30	
MYCO002118	1	0	8	
MYCO002119	4	0	16	
MYCO002121	10	0	8	
MYCO002122	1	0	8	
MYCO002125	7	0	10	
MYCO002130	94	0	11	
MYCO002134	4	0	8	
MYCO002139	16	0	14	
MYCO002140	0	0	11	
MYCO002141	20	0	16	
MYCO002145	13	0	11	
MYCO002150	55	0	13	
MYCO002151	46	0	7	
MYCO002153	155	0	12	
MYCO002154	164	0	10	
MYCO002155	132	0	31	
MYCO002156	3	0	18	
MYCO002157	351	0	15	
MYCO002163	46	0	20	
MYCO002166	4	0	7	
MYCO002170	98	0	8	
MYCO002176	26	0	18	
MYCO002178	3	0	12	
MYCO002179	19	0	4	
MYCO002182	7	0	11	
MYCO002186	1	0	3	
MYCO002187	216	0	20	
MYCO002188	6	0	23	
MYCO002192	19	0	15	
MYCO002193	2	0	6	
MYCO002194	7	0	14	
MYCO002195	6	0	12	
MYCO002196	6	0	19	
MYCO002199	0	0	6	
MYCO002200	4	0	11	
MYCO002201	31	0	18	
MYCO002202	39	0	18	
MYCO002210	18	0	17	
MYCO002211	22	0	16	
MYCO002213	40	0	25	
MYCO002216	8	0	21	
MYCO002217	38	0	17	
MYCO002218	37	0	14	
MYCO002219	22	0	11	
MYCO002220	7	0	20	
MYCO002221	182	0	39	
MYCO002222	10	0	23	
MYCO002225	26	0	16	
MYCO002228	11	0	18	
MYCO002230	46	0	21	
MYCO002235	14	0	15	
MYCO002239	1	0	7	
MYCO002241	116	0	27	
MYCO002242	32	0	12	
MYCO002243	90	0	14	
MYCO002244	2	0	2	
MYCO002245	25	0	13	
MYCO002246	7	0	12	
MYCO002247	43	0	17	
MYCO002257	10	0	12	
MYCO002259	37	0	15	
MYCO002315	139	0	13	
MYCO002343	36	0	25	
MYCO002344	126	0	19	
MYCO002357	5	0	17	
MYCO002361	3	0	11	
MYCO002362	17	0	10	
MYCO002364	4	0	12	
MYCO002366	2	0	16	
MYCO002367	1	0	10	
MYCO002368	11	0	13	
MYCO002373	14	0	16	
MYCO002374	23	0	20	
MYCO002399	10	0	11	
MYCO002400	13	0	18	
MYCO002402	14	0	30	
MYCO002404	8	0	25	
MYCO002409	2	0	9	
MYCO002410	1	0	8	
MYCO002411	20	0	20	
MYCO002413	33	0	17	
MYCO002420	39	0	8	
MYCO002421	0	0	7	
MYCO002425	61	0	14	
MYCO002426	246	0	18	
MYCO002427	74	0	12	
MYCO002439	119	0	16	
MYCO002440	21	0	25	
MYCO002445	3	0	6	
MYCO002447	11	0	22	
MYCO002448	43	0	33	
MYCO002454	6	0	18	
MYCO002455	19	0	17	
MYCO002457	8	0	12	
MYCO002460	1	0	9	
MYCO002461	3	0	7	
MYCO002462	63	0	18	
MYCO002465	14	0	4	
MYCO002466	4	0	13	
MYCO002467	20	0	32	
MYCO002470	3	0	8	
MYCO002477	4	0	23	
MYCO002500	0	0	13	
MYCO002502	10	0	29	
MYCO002509	2	0	16	
MYCO002511	6	0	9	
MYCO002518	105	0	8	
MYCO002521	0	0	9	
MYCO002523	8	0	6	
MYCO002524	229	0	74	
MYCO002533	4	0	7	
MYCO002534	0	0	9	
MYCO002538	38	0	16	
MYCO002540	193	0	11	
MYCO002555	19	0	31	
MYCO002559	66	0	14	
MYCO002568	8	0	26	
MYCO002572	25	0	25	
MYCO002575	13	0	15	
MYCO002580	35	0	21	
MYCO002582	8	0	12	
MYCO002583	20	0	27	
MYCO002587	123	0	19	
MYCO002589	22	0	13	
MYCO002592	30	0	17	
MYCO002593	15	0	9	
MYCO002594	0	0	5	
MYCO002603	1	0	10	
MYCO002606	4	0	11	
MYCO002610	25	0	17	
MYCO002611	15	0	13	
MYCO002612	2	0	9	
MYCO002613	1	0	7	
MYCO002614	13	0	25	
MYCO002670	3	0	13	
MYCO002673	103	182	16	
MYCO002676	5	0	9	
MYCO002678	72	0	14	
MYCO002682	21	0	11	
MYCO002696	23	0	13	
MYCO002697	2	0	7	
MYCO002699	0	0	5	
MYCO002702	1	0	20	
MYCO002703	26	0	19	
MYCO002708	3	0	5	
MYCO002710	13	0	13	
MYCO002711	7	0	10	
MYCO002714	6	0	18	
MYCO002715	117	0	8	
MYCO002720	6	0	16	
MYCO002724	16	0	25	
MYCO002725	24	0	15	
MYCO002726	9	0	5	
MYCO002727	54	0	18	
MYCO002731	84	0	14	
MYCO002733	184	0	16	
MYCO002744	25	0	13	
MYCO002748	74	0	31	
MYCO002750	13	0	12	
MYCO002753	4	0	19	
MYCO002754	4	0	10	
MYCO002764	14	0	16	
MYCO002773	2	0	9	
MYCO002782	64	0	17	
MYCO002783	29	0	19	
MYCO002788	77	0	8	
MYCO002794	4	0	13	
MYCO002795	19	0	15	
MYCO002828	346	98	18	
MYCO002838	14	0	8	
MYCO002839	303	0	28	
MYCO002841	7	0	17	
MYCO002846	2	0	20	
MYCO002847	19	0	23	
MYCO002861	6	0	14	
MYCO002864	10	0	18	
MYCO002868	3	0	16	
MYCO002870	19	0	7	
MYCO002882	3	0	12	
MYCO002883	1	0	9	
MYCO002889	20	0	12	
MYCO002894	102	0	9	
MYCO002901	1	0	5	
MYCO002902	49	0	10	
MYCO002915	19	0	16	
MYCO002916	54	0	20	
MYCO002917	131	0	22	
MYCO002918	53	0	30	
MYCO002919	1	0	6	
MYCO002921	19	0	15	
MYCO002927	6	0	14	
MYCO002965	2	0	2	
MYCO002967	52	0	28	
MYCO002976	13	0	13	
MYCO002981	36	0	22	
MYCO002982	2	0	18	
MYCO002984	11	0	21	
MYCO002988	21	0	20	
MYCO002992	30	0	25	
MYCO002993	1	0	9	
MYCO002995	36	0	19	
MYCO002996	47	0	27	
MYCO003001	5	0	10	
MYCO003003	36	0	20	
MYCO003006	32	0	9	
MYCO003009	5	0	16	
MYCO003010	87	0	9	
MYCO003011	151	0	10	
MYCO003014	70	0	24	
MYCO003024	41	0	18	
MYCO003025	22	0	16	
MYCO003027	12	0	14	
MYCO003028	106	0	13	
MYCO003029	6	0	12	
MYCO003031	41	0	25	
MYCO003032	78	0	13	
MYCO003034	3	0	9	
MYCO003038	3	0	15	
MYCO003042	12	0	14	
MYCO003043	2	0	15	
MYCO003045	1	0	13	
MYCO003048	5	0	11	
MYCO003049	23	0	21	
MYCO003051	10	0	14	
MYCO003052	5	0	4	
MYCO003053	1	0	3	
MYCO003054	37	0	7	
MYCO003057	3	0	14	
MYCO003085	41	0	13	
MYCO003100	2	0	8	
MYCO003101	5	0	14	
MYCO003102	1	0	14	
MYCO003105	34	0	15	
MYCO003117	13	0	11	
MYCO003118	156	0	8	
MYCO003139	6	0	21	
MYCO003140	5	0	22	
MYCO003193	21	0	41	
MYCO003194	0	0	14	
MYCO003195	76	0	22	
MYCO003197	4	0	19	
MYCO003198	45	0	27	
MYCO003205	5	0	9	
MYCO003206	3	0	21	
MYCO003207	6	0	13	
MYCO003208	15	0	15	
MYCO003211	54	0	31	
MYCO003213	2	0	13	
MYCO003214	4	0	14	
MYCO003219	1	0	5	
MYCO003220	7	0	20	
MYCO003221	0	0	8	
MYCO003223	0	0	10	
MYCO003228	67	0	13	
MYCO003229	8	0	24	
MYCO003240	83	0	26	
MYCO003241	49	0	15	
MYCO003245	2	0	23	
MYCO003246	5	0	6	
MYCO003248	8	0	21	
MYCO003252	36	0	15	
MYCO003255	18	0	15	
MYCO003257	38	0	14	
MYCO003258	48	0	3	
MYCO003261	3	0	16	
MYCO003262	44	0	15	
MYCO003264	5	0	15	
MYCO003265	26	0	13	
MYCO003267	65	0	14	
MYCO003274	0	0	18	
MYCO003275	23	0	12	
MYCO003276	16	0	19	
MYCO003277	2	0	13	
MYCO003280	8	0	24	
MYCO003285	30	0	19	
MYCO003290	4	0	14	
MYCO003296	239	0	58	
MYCO003302	16	0	19	
MYCO003303	760	0	2	
MYCO003304	10	0	2	
MYCO003305	16	0	17	
MYCO003306	61	0	23	
MYCO003313	8	0	13	
MYCO003317	2	0	15	
MYCO003318	38	0	18	
MYCO003319	13	0	13	
MYCO003328	51	0	18	
MYCO003329	8	0	25	
MYCO003330	81	0	15	
MYCO003336	6	0	11	
MYCO003340	7	0	18	
MYCO003341	99	0	13	
MYCO003356	4	0	12	
MYCO003392	11	576	12	
MYCO003396	13	0	22	
MYCO003409	22	0	22	
MYCO003410	146	0	11	
MYCO003411	37	0	23	
MYCO003412	0	0	6	
MYCO003417	1	442	17	
MYCO003418	0	0	5	
MYCO003419	35	0	14	
MYCO003422	1	0	7	
MYCO003432	1	0	14	
MYCO003433	266	0	8	
MYCO003436	192	0	22	
MYCO003441	92	0	26	
MYCO003455	29	0	8	
MYCO003457	7	0	17	
MYCO003462	4	0	9	
MYCO003464	2	0	14	
MYCO003490	14	0	24	
MYCO003500	6	0	17	
MYCO003501	4	0	12	
MYCO003504	5	0	16	
MYCO003520	10	0	19	
MYCO003570	3	0	13	
MYCO003571	10	0	15	
MYCO003579	123	0	23	
MYCO003580	15	0	17	
MYCO003583	1	0	4	
MYCO003589	188	0	13	
MYCO003592	3	0	9	
MYCO003596	65	0	32	
MYCO003598	8	0	18	
MYCO003600	3	0	13	
MYCO003601	7	0	10	
MYCO003609	2	0	8	
MYCO003610	85	0	27	
MYCO003624	2	0	11	
MYCO003628	3	0	8	
MYCO003644	34	0	16	
MYCO003646	130	0	39	
MYCO003647	17	0	9	
MYCO003648	2	0	9	
MYCO003668	2	0	8	
MYCO003670	39	0	10	
MYCO003674	2	0	12	
MYCO003676	0	0	11	
MYCO003677	8	0	14	
MYCO003679	5	0	19	
MYCO003680	22	0	14	
MYCO003682	25	0	31	
MYCO003683	11	0	17	
MYCO003684	9	0	6	
MYCO003695	5	0	20	
MYCO003696	36	0	29	
MYCO003705	1	0	13	
MYCO003707	25	0	15	
MYCO003708	22	0	15	
MYCO003709	25	0	19	
MYCO003710	304	0	16	
MYCO003711	8	0	24	
MYCO003712	106	0	9	
MYCO003713	9	0	11	
MYCO003715	0	0	10	
MYCO003717	1	0	11	
MYCO003718	1	0	7	
MYCO003719	8	0	25	
MYCO003720	25	0	20	
MYCO003721	73	0	25	
MYCO003722	5	0	20	
MYCO003765	91	0	17	
MYCO003774	1	0	17	
MYCO003775	16	0	32	
MYCO003777	39	0	17	
MYCO003778	6	0	18	
MYCO003780	81	0	11	
MYCO003781	3	0	7	
MYCO003782	9	0	16	
MYCO003783	10	0	12	
MYCO003790	6	0	16	
MYCO003791	10	0	19	
MYCO003793	139	0	49	
MYCO003794	44	0	68	
MYCO003795	42	0	83	
MYCO003799	5	0	21	
MYCO003801	5	0	23	
MYCO003802	18	0	16	
MYCO003804	10	0	22	
MYCO003806	2	0	26	
MYCO003808	55	0	24	
MYCO003809	1	0	16	
MYCO003816	57	0	10	
MYCO003834	27	0	15	
MYCO003835	107	0	17	
MYCO003842	25	0	28	
MYCO003847	293	0	8	
MYCO003849	1	0	3	
MYCO003858	8	0	20	
MYCO003859	86	0	50	
MYCO003907	5	0	25	
MYCO003908	29	0	13	
MYCO003913	15	0	33	
MYCO003915	3	0	24	
MYCO003917	1	0	30	
MYCO003918	5	0	25	
MYCO003920	3	0	20	
MYCO003921	5	0	29	
MYCO013678	0	0	7	
MYCO000002	8	0	37	
MYCO000003	6	0	25	
MYCO000004	3	0	26	
MYCO000007	87	0	38	
MYCO000008	2	0	17	
MYCO000010	3	0	31	
MYCO000012	4	0	27	
MYCO000014	3	0	37	
MYCO000018	39	0	32	
MYCO000020	44	0	54	
MYCO000021	105	0	26	
MYCO000022	10	0	15	
MYCO000023	9	0	22	
MYCO000024	229	0	17	
MYCO000025	84	0	9	
MYCO000026	26	0	43	
MYCO000027	4	0	9	
MYCO000028	2	0	9	
MYCO000029	62	0	34	
MYCO000030	162	0	12	
MYCO000031	7	0	7	
MYCO000032	232	0	38	
MYCO000033	1	0	7	
MYCO000034	2	0	10	
MYCO000035	13	0	40	
MYCO000036	18	0	21	
MYCO000037	13	0	32	
MYCO000039	30	0	10	
MYCO000040	20	0	23	
MYCO000041	85	0	59	
MYCO000042	53	0	23	
MYCO000043	6	0	17	
MYCO000044	104	0	17	
MYCO000045	342	0	17	
MYCO000048	2	0	28	
MYCO000052	27	5	14	
MYCO000057	4	469	14	
MYCO000058	14	0	35	
MYCO000059	5	0	16	
MYCO000060	3	0	11	
MYCO000061	174	0	9	
MYCO000062	34	0	28	
MYCO000063	60	0	38	
MYCO000064	329	0	49	
MYCO000065	1	0	5	
MYCO000067	2	0	15	
MYCO000069	23	0	37	
MYCO000070	5	442	24	
MYCO000071	219	0	22	
MYCO000072	182	0	16	
MYCO000073	5	327	23	
MYCO000074	303	0	17	
MYCO000075	41	0	22	
MYCO000076	4	0	5	
MYCO000077	9	0	11	
MYCO000078	13	0	10	
MYCO000079	11	0	17	
MYCO000080	13	0	17	
MYCO000081	2	0	17	
MYCO000082	210	0	9	
MYCO000083	282	0	19	
MYCO000084	5	0	11	
MYCO000085	47	0	14	
MYCO000086	61	0	28	
MYCO000087	52	0	25	
MYCO000088	5	0	16	
MYCO000089	7	0	17	
MYCO000090	15	0	19	
MYCO000091	12	0	12	
MYCO000092	47	0	47	
MYCO000093	29	0	19	
MYCO000094	745	11	15	
MYCO000095	332	0	69	
MYCO000096	84	0	29	
MYCO000097	4	0	8	
MYCO000098	4	0	12	
MYCO000099	255	0	19	
MYCO000100	3	0	5	
MYCO000101	35	0	106	
MYCO000102	29	0	33	
MYCO000103	40	0	37	
MYCO000104	239	0	29	
MYCO000106	17	0	21	
MYCO000107	760	0	2	
MYCO000108	3	0	5	
MYCO000109	241	0	22	
MYCO000110	2	0	12	
MYCO000111	25	0	40	
MYCO000112	10	0	28	
MYCO000113	39	0	17	
MYCO000114	43	0	14	
MYCO000115	96	0	26	
MYCO000116	4	0	15	
MYCO000117	2	0	19	
MYCO000118	30	0	34	
MYCO000119	22	0	38	
MYCO000120	19	0	41	
MYCO000121	23	0	18	
MYCO000122	4	0	4	
MYCO000123	1	0	7	
MYCO000124	745	0	2	
MYCO000125	44	0	15	
MYCO000126	11	0	34	
MYCO000127	7	0	24	
MYCO000128	10	0	12	
MYCO000130	2	0	11	
MYCO000131	5	0	25	
MYCO000132	36	0	19	
MYCO000133	88	0	13	
MYCO000134	254	0	12	
MYCO000135	1	0	7	
MYCO000136	79	0	33	
MYCO000137	99	0	9	
MYCO000138	89	0	13	
MYCO000139	6	0	19	
MYCO000140	2	0	6	
MYCO000141	3	0	12	
MYCO000142	124	0	16	
MYCO000143	59	0	31	
MYCO000144	51	0	12	
MYCO000145	34	0	15	
MYCO000146	135	0	17	
MYCO000147	29	0	22	
MYCO000148	9	0	6	
MYCO000149	147	0	17	
MYCO000150	10	0	6	
MYCO000151	55	0	30	
MYCO000152	9	0	36	
MYCO000153	16	0	15	
MYCO000154	8	0	14	
MYCO000155	23	0	12	
MYCO000156	1	0	7	
MYCO000157	65	0	23	
MYCO000158	2	0	17	
MYCO000159	61	0	26	
MYCO000160	9	0	28	
MYCO000161	19	0	26	
MYCO000162	40	0	16	
MYCO000163	1	0	11	
MYCO000164	3	0	10	
MYCO000165	380	0	3	
MYCO000166	9	0	32	
MYCO000167	1	383	12	
MYCO000168	18	0	20	
MYCO000169	18	0	30	
MYCO000170	3	0	16	
MYCO000171	212	0	20	
MYCO000172	47	0	29	
MYCO000173	3	0	20	
MYCO000174	16	0	26	
MYCO000175	14	0	27	
MYCO000176	24	0	17	
MYCO000177	1	0	8	
MYCO000178	0	0	14	
MYCO000179	45	0	17	
MYCO000180	93	0	36	
MYCO000181	1	0	14	
MYCO000182	64	0	30	
MYCO000185	9	0	9	
MYCO000186	48	0	36	
MYCO000187	11	0	12	
MYCO000188	2	0	9	
MYCO000190	0	0	8	
MYCO000191	73	0	15	
MYCO000192	181	0	12	
MYCO000193	12	0	35	
MYCO000194	59	0	64	
MYCO000195	127	0	11	
MYCO000196	8	0	10	
MYCO000197	768	0	0	
MYCO000199	1	0	13	
MYCO000200	13	0	7	
MYCO000201	60	0	7	
MYCO000202	31	0	39	
MYCO000203	44	0	11	
MYCO000205	97	0	16	
MYCO000206	44	0	33	
MYCO000208	6	0	8	
MYCO000209	65	0	19	
MYCO000210	71	0	15	
MYCO000212	13	0	18	
MYCO000213	8	0	21	
MYCO000214	18	0	37	
MYCO000215	88	0	19	
MYCO000216	14	0	14	
MYCO000217	73	0	16	
MYCO000218	231	0	21	
MYCO000219	0	0	15	
MYCO000220	29	0	19	
MYCO000221	84	0	16	
