GbGDiv simplified results table from 'accumulate-26.txt' records table.
Isolate records read from table: 6649

Locus	Missing	Paralogous	CountNuc
MYCO000337	59	0	56	
MYCO000350	114	0	66	
MYCO000352	678	0	53	
MYCO000357	23	0	57	
MYCO000360	222	0	29	
MYCO000383	1245	0	38	
MYCO000384	831	0	98	
MYCO000407	305	0	58	
MYCO000410	207	0	118	
MYCO000411	182	0	53	
MYCO000414	1379	0	33	
MYCO000415	1451	0	47	
MYCO000417	458	1652	34	
MYCO000423	40	0	63	
MYCO000429	17	0	33	
MYCO000432	23	0	33	
MYCO000433	44	0	47	
MYCO000439	254	0	56	
MYCO000440	78	0	65	
MYCO000462	17	0	50	
MYCO000465	59	0	82	
MYCO000466	31	0	36	
MYCO000467	25	0	51	
MYCO000468	63	0	43	
MYCO000472	17	0	34	
MYCO000475	152	0	42	
MYCO000483	73	0	63	
MYCO000484	68	0	44	
MYCO000486	399	0	71	
MYCO000489	976	0	30	
MYCO000490	80	0	41	
MYCO000491	10	0	21	
MYCO000495	20	0	49	
MYCO000496	89	0	45	
MYCO000498	114	0	51	
MYCO000501	34	0	58	
MYCO000502	53	0	48	
MYCO000505	1596	0	41	
MYCO000509	145	0	74	
MYCO000510	112	0	42	
MYCO000512	146	0	48	
MYCO000524	540	0	63	
MYCO000527	203	0	41	
MYCO000528	1023	0	65	
MYCO000529	244	0	56	
MYCO000548	46	0	45	
MYCO000551	224	0	100	
MYCO000553	630	0	48	
MYCO000555	616	0	63	
MYCO000557	77	0	92	
MYCO000558	328	0	31	
MYCO000562	33	0	52	
MYCO000563	137	0	50	
MYCO000564	83	0	62	
MYCO000566	22	0	24	
MYCO000636	13	0	25	
MYCO000639	254	0	28	
MYCO000647	245	0	71	
MYCO000655	37	0	57	
MYCO000667	322	0	296	
MYCO000668	262	0	294	
MYCO000672	283	0	103	
MYCO000684	93	0	105	
MYCO000685	29	0	36	
MYCO000693	636	0	50	
MYCO000696	106	0	74	
MYCO000732	18	0	64	
MYCO000733	12	0	24	
MYCO000734	686	0	35	
MYCO000757	13	0	37	
MYCO000758	180	0	177	
MYCO000772	202	0	60	
MYCO000777	73	0	46	
MYCO000780	28	0	43	
MYCO000782	6500	0	5	
MYCO000788	183	0	29	
MYCO000803	152	0	102	
MYCO000808	130	0	75	
MYCO000809	12	0	43	
MYCO000810	7	0	10	
MYCO000814	1329	25	13	
MYCO000815	103	6	47	
MYCO000820	22	0	31	
MYCO000821	36	0	21	
MYCO000823	131	0	66	
MYCO000824	14	0	29	
MYCO000859	98	0	82	
MYCO000860	391	0	120	
MYCO000861	72	0	77	
MYCO000871	20	0	14	
MYCO000876	12	0	81	
MYCO000884	25	0	55	
MYCO000885	87	0	41	
MYCO000886	1539	0	88	
MYCO000889	1308	0	61	
MYCO000896	95	0	63	
MYCO000902	55	0	38	
MYCO000903	17	0	14	
MYCO000906	1692	0	60	
MYCO000926	35	0	74	
MYCO000927	292	0	48	
MYCO000929	582	0	37	
MYCO000946	71	0	78	
MYCO000949	285	0	113	
MYCO000951	55	0	56	
MYCO000952	128	0	53	
MYCO000953	472	0	57	
MYCO000957	707	0	65	
MYCO000981	68	0	40	
MYCO000983	825	0	76	
MYCO000993	196	0	40	
MYCO000994	447	0	67	
MYCO000995	26	0	40	
MYCO001001	59	0	71	
MYCO001002	104	0	76	
MYCO001007	18	0	67	
MYCO001008	389	0	43	
MYCO001009	326	0	57	
MYCO001010	145	0	58	
MYCO001011	56	0	43	
MYCO001013	81	0	70	
MYCO001014	50	0	38	
MYCO001015	44	0	39	
MYCO001017	14	0	38	
MYCO001018	76	0	77	
MYCO001020	754	0	188	
MYCO001022	312	0	36	
MYCO001023	239	0	70	
MYCO001026	432	0	51	
MYCO001070	40	0	28	
MYCO001071	29	0	61	
MYCO001072	8	0	40	
MYCO001077	104	0	73	
MYCO001079	123	0	46	
MYCO001080	356	0	23	
MYCO001082	62	0	37	
MYCO001086	97	0	46	
MYCO001092	177	0	39	
MYCO001094	117	0	28	
MYCO001095	163	0	60	
MYCO001098	121	0	51	
MYCO001099	414	0	54	
MYCO001108	136	0	58	
MYCO001110	26	0	42	
MYCO001112	863	0	53	
MYCO001165	314	0	97	
MYCO001173	378	0	118	
MYCO001177	21	0	8	
MYCO001178	244	0	72	
MYCO001193	631	0	57	
MYCO001201	392	0	47	
MYCO001202	317	0	43	
MYCO001207	444	0	52	
MYCO001208	50	0	37	
MYCO001213	304	0	69	
MYCO001220	393	0	23	
MYCO001221	9	0	36	
MYCO001223	1080	0	82	
MYCO001229	194	0	61	
MYCO001238	79	0	46	
MYCO001239	30	0	55	
MYCO001245	133	0	51	
MYCO001248	741	0	162	
MYCO001253	290	0	96	
MYCO001272	500	0	84	
MYCO001273	28	0	89	
MYCO001277	715	0	48	
MYCO001292	54	0	84	
MYCO001293	93	0	58	
MYCO001294	120	0	57	
MYCO001295	91	0	51	
MYCO001297	549	0	73	
MYCO001299	61	0	33	
MYCO001302	21	0	42	
MYCO001305	12	0	11	
MYCO001308	102	0	60	
MYCO001309	27	0	47	
MYCO001310	32	0	51	
MYCO001311	27	0	27	
MYCO001315	47	0	47	
MYCO001321	103	0	33	
MYCO001323	142	0	60	
MYCO001326	87	0	107	
MYCO001327	116	0	86	
MYCO001328	238	0	130	
MYCO001338	167	0	36	
MYCO001340	92	0	33	
MYCO001380	76	0	42	
MYCO001381	711	0	54	
MYCO001383	68	0	56	
MYCO001384	614	0	184	
MYCO001385	1065	0	42	
MYCO001388	10	0	33	
MYCO001390	2	0	17	
MYCO001391	1157	0	66	
MYCO001392	632	0	72	
MYCO001402	2680	0	77	
MYCO001407	919	0	82	
MYCO001408	226	0	37	
MYCO001410	26	0	67	
MYCO001412	33	0	32	
MYCO001415	37	0	52	
MYCO001416	12	0	24	
MYCO001420	46	0	91	
MYCO001421	37	0	50	
MYCO001436	17	0	51	
MYCO001437	75	0	57	
MYCO001438	36	0	41	
MYCO001440	35	0	17	
MYCO001445	431	0	39	
MYCO001447	783	0	104	
MYCO001448	85	0	59	
MYCO001449	344	0	101	
MYCO001451	131	0	46	
MYCO001457	15	0	37	
MYCO001458	44	0	49	
MYCO001462	87	0	65	
MYCO001463	29	0	36	
MYCO001464	357	0	60	
MYCO001465	26	0	19	
MYCO001466	14	0	11	
MYCO001467	133	3370	73	
MYCO001473	64	0	63	
MYCO001474	201	0	22	
MYCO001475	41	0	103	
MYCO001479	151	0	57	
MYCO001480	213	0	47	
MYCO001481	42	0	49	
MYCO001483	179	0	27	
MYCO001484	56	0	40	
MYCO001485	201	0	38	
MYCO001493	1031	0	80	
MYCO001536	225	0	156	
MYCO001540	52	0	56	
MYCO001547	239	0	135	
MYCO001557	1114	0	65	
MYCO001559	1446	0	67	
MYCO001564	83	0	109	
MYCO001568	407	0	62	
MYCO001569	1259	0	41	
MYCO001589	27	0	43	
MYCO001593	13	0	34	
MYCO001594	82	0	60	
MYCO001595	717	0	75	
MYCO001599	609	0	61	
MYCO001600	15	0	58	
MYCO001601	2	0	35	
MYCO001603	19	0	44	
MYCO001605	30	0	39	
MYCO001609	158	0	85	
MYCO001611	115	0	29	
MYCO001612	19	0	65	
MYCO001617	89	0	72	
MYCO001626	38	0	31	
MYCO001627	199	0	49	
MYCO001629	242	0	153	
MYCO001633	866	0	107	
MYCO001638	303	0	141	
MYCO001641	6649	0	0	
MYCO001649	504	0	47	
MYCO001652	384	0	51	
MYCO001653	1163	0	46	
MYCO001654	182	0	36	
MYCO001655	746	0	62	
MYCO001656	551	0	48	
MYCO001657	611	0	27	
MYCO001658	203	0	62	
MYCO001659	606	0	67	
MYCO001689	27	0	52	
MYCO001694	240	0	45	
MYCO001695	8	0	43	
MYCO001697	11	0	38	
MYCO001699	40	0	118	
MYCO001701	111	0	35	
MYCO001708	35	0	37	
MYCO001709	9	0	52	
MYCO001711	8	0	42	
MYCO001712	46	0	36	
MYCO001713	299	0	69	
MYCO001821	68	0	115	
MYCO001827	12	0	22	
MYCO001829	76	0	23	
MYCO001830	38	0	74	
MYCO001832	187	0	150	
MYCO001837	166	0	115	
MYCO001842	136	0	85	
MYCO001843	166	0	84	
MYCO001844	94	0	98	
MYCO001854	77	0	72	
MYCO001886	130	0	58	
MYCO001894	296	0	71	
MYCO001981	26	0	31	
MYCO002050	8	0	13	
MYCO002089	506	0	65	
MYCO002090	6496	0	13	
MYCO002092	794	0	140	
MYCO002093	74	0	43	
MYCO002096	49	0	59	
MYCO002097	152	0	52	
MYCO002109	25	0	35	
MYCO002110	78	0	43	
MYCO002111	187	0	11	
MYCO002112	2870	0	63	
MYCO002115	67	0	91	
MYCO002118	33	0	30	
MYCO002119	45	0	51	
MYCO002121	91	0	35	
MYCO002122	7	0	21	
MYCO002125	62	0	41	
MYCO002130	831	0	43	
MYCO002134	35	0	28	
MYCO002139	141	0	52	
MYCO002140	3	0	29	
MYCO002141	114	0	72	
MYCO002145	102	0	34	
MYCO002150	404	0	35	
MYCO002151	456	0	34	
MYCO002153	1272	0	70	
MYCO002154	1394	0	48	
MYCO002155	1099	0	103	
MYCO002156	34	0	56	
MYCO002157	2898	0	57	
MYCO002163	293	0	89	
MYCO002166	26	0	16	
MYCO002170	798	0	36	
MYCO002176	172	0	62	
MYCO002178	40	0	41	
MYCO002179	131	0	21	
MYCO002182	50	0	34	
MYCO002186	7	0	18	
MYCO002187	1878	0	82	
MYCO002188	72	0	66	
MYCO002192	210	0	53	
MYCO002193	12	0	26	
MYCO002194	61	0	43	
MYCO002195	34	0	57	
MYCO002196	31	0	83	
MYCO002199	5	0	23	
MYCO002200	44	0	55	
MYCO002201	290	0	84	
MYCO002202	298	0	50	
MYCO002210	138	0	58	
MYCO002211	190	0	63	
MYCO002213	351	0	89	
MYCO002216	62	0	61	
MYCO002217	362	0	41	
MYCO002218	286	0	58	
MYCO002219	219	0	40	
MYCO002220	48	0	69	
MYCO002221	1457	0	117	
MYCO002222	75	0	61	
MYCO002225	213	0	49	
MYCO002228	98	0	56	
MYCO002230	440	0	56	
MYCO002235	117	0	53	
MYCO002239	5	0	24	
MYCO002241	821	0	86	
MYCO002242	307	0	46	
MYCO002243	706	0	44	
MYCO002244	8	0	11	
MYCO002245	121	0	53	
MYCO002246	82	0	52	
MYCO002247	287	0	56	
MYCO002257	73	0	47	
MYCO002259	337	0	54	
MYCO002315	1136	0	76	
MYCO002343	333	0	84	
MYCO002344	1005	0	52	
MYCO002357	21	0	43	
MYCO002361	23	0	31	
MYCO002362	185	0	33	
MYCO002364	18	0	46	
MYCO002366	26	0	74	
MYCO002367	14	0	20	
MYCO002368	67	0	56	
MYCO002373	104	0	57	
MYCO002374	215	0	62	
MYCO002399	93	0	47	
MYCO002400	75	0	64	
MYCO002402	114	0	118	
MYCO002404	53	0	102	
MYCO002409	27	0	36	
MYCO002410	14	0	33	
MYCO002411	165	0	81	
MYCO002413	249	0	42	
MYCO002420	298	0	27	
MYCO002421	6	0	20	
MYCO002425	546	0	54	
MYCO002426	1884	0	54	
MYCO002427	589	0	60	
MYCO002439	1019	0	41	
MYCO002440	161	0	79	
MYCO002445	45	0	16	
MYCO002447	124	0	78	
MYCO002448	289	0	118	
MYCO002454	47	0	57	
MYCO002455	113	0	81	
MYCO002457	45	0	41	
MYCO002460	9	0	20	
MYCO002461	13	0	29	
MYCO002462	425	0	58	
MYCO002465	104	0	23	
MYCO002466	63	0	30	
MYCO002467	153	0	122	
MYCO002470	15	0	27	
MYCO002477	41	0	75	
MYCO002500	19	0	58	
MYCO002502	88	0	81	
MYCO002509	21	0	52	
MYCO002511	26	0	27	
MYCO002518	792	0	51	
MYCO002521	5	0	30	
MYCO002523	63	0	14	
MYCO002524	1931	0	322	
MYCO002533	34	0	25	
MYCO002534	9	0	28	
MYCO002538	360	0	57	
MYCO002540	1446	0	65	
MYCO002555	128	0	95	
MYCO002559	581	0	57	
MYCO002568	88	0	49	
MYCO002572	237	0	80	
MYCO002575	107	0	49	
MYCO002580	314	0	48	
MYCO002582	54	0	42	
MYCO002583	180	0	99	
MYCO002587	1004	0	89	
MYCO002589	219	0	64	
MYCO002592	284	0	40	
MYCO002593	148	0	32	
MYCO002594	5	0	20	
MYCO002603	17	0	35	
MYCO002606	69	0	39	
MYCO002610	168	0	53	
MYCO002611	134	0	58	
MYCO002612	13	0	36	
MYCO002613	13	0	19	
MYCO002614	117	0	71	
MYCO002670	41	0	50	
MYCO002673	766	1688	54	
MYCO002676	39	0	28	
MYCO002678	596	0	52	
MYCO002682	150	0	76	
MYCO002696	174	0	47	
MYCO002697	18	0	21	
MYCO002699	0	0	13	
MYCO002702	17	0	51	
MYCO002703	229	0	58	
MYCO002708	7	0	19	
MYCO002710	121	0	43	
MYCO002711	49	0	34	
MYCO002714	49	0	45	
MYCO002715	865	0	69	
MYCO002720	26	0	51	
MYCO002724	72	0	80	
MYCO002725	173	0	73	
MYCO002726	93	0	40	
MYCO002727	344	0	54	
MYCO002731	744	0	58	
MYCO002733	1523	0	69	
MYCO002744	198	0	42	
MYCO002748	631	0	128	
MYCO002750	128	0	41	
MYCO002753	20	0	54	
MYCO002754	62	0	35	
MYCO002764	125	0	58	
MYCO002773	36	0	41	
MYCO002782	501	0	67	
MYCO002783	223	0	88	
MYCO002788	727	0	23	
MYCO002794	40	0	39	
MYCO002795	132	0	53	
MYCO002828	3002	811	54	
MYCO002838	127	0	29	
MYCO002839	2540	0	101	
MYCO002841	40	0	60	
MYCO002846	21	0	61	
MYCO002847	156	0	57	
MYCO002861	35	0	39	
MYCO002864	76	0	64	
MYCO002868	20	0	43	
MYCO002870	152	0	49	
MYCO002882	17	0	32	
MYCO002883	15	0	37	
MYCO002889	138	0	30	
MYCO002894	849	0	37	
MYCO002901	5	0	10	
MYCO002902	378	0	44	
MYCO002915	128	0	60	
MYCO002916	520	0	60	
MYCO002917	1054	0	78	
MYCO002918	411	0	125	
MYCO002919	10	0	18	
MYCO002921	227	0	69	
MYCO002927	37	0	36	
MYCO002965	4	0	16	
MYCO002967	434	0	110	
MYCO002976	112	0	40	
MYCO002981	290	0	61	
MYCO002982	43	0	52	
MYCO002984	95	0	76	
MYCO002988	164	0	50	
MYCO002992	200	0	74	
MYCO002993	16	0	36	
MYCO002995	245	0	54	
MYCO002996	428	0	75	
MYCO003001	32	0	42	
MYCO003003	306	0	79	
MYCO003006	229	0	46	
MYCO003009	35	0	72	
MYCO003010	610	0	45	
MYCO003011	1180	0	61	
MYCO003014	625	0	99	
MYCO003024	299	0	62	
MYCO003025	192	0	59	
MYCO003027	54	0	57	
MYCO003028	845	0	44	
MYCO003029	33	0	33	
MYCO003031	371	0	76	
MYCO003032	662	0	49	
MYCO003034	32	0	39	
MYCO003038	19	0	45	
MYCO003042	122	0	50	
MYCO003043	24	0	64	
MYCO003045	13	0	45	
MYCO003048	28	0	51	
MYCO003049	176	0	84	
MYCO003051	58	0	65	
MYCO003052	30	0	17	
MYCO003053	8	0	9	
MYCO003054	228	0	39	
MYCO003057	29	0	45	
MYCO003085	389	0	49	
MYCO003100	15	0	23	
MYCO003101	39	0	33	
MYCO003102	6	0	33	
MYCO003105	297	0	55	
MYCO003117	103	6	47	
MYCO003118	1329	25	13	
MYCO003139	32	0	78	
MYCO003140	33	0	69	
MYCO003193	103	0	145	
MYCO003194	8	0	39	
MYCO003195	522	0	82	
MYCO003197	44	0	68	
MYCO003198	482	0	88	
MYCO003205	70	0	40	
MYCO003206	44	0	70	
MYCO003207	24	0	44	
MYCO003208	87	0	32	
MYCO003211	519	0	95	
MYCO003213	26	0	50	
MYCO003214	45	0	43	
MYCO003219	9	0	9	
MYCO003220	38	0	61	
MYCO003221	0	0	14	
MYCO003223	6	0	35	
MYCO003228	629	0	48	
MYCO003229	39	0	84	
MYCO003240	709	0	110	
MYCO003241	299	0	34	
MYCO003245	28	0	69	
MYCO003246	19	0	19	
MYCO003248	78	0	85	
MYCO003252	324	0	65	
MYCO003255	182	0	46	
MYCO003257	320	0	59	
MYCO003258	446	0	25	
MYCO003261	26	0	50	
MYCO003262	383	0	62	
MYCO003264	29	0	40	
MYCO003265	166	0	46	
MYCO003267	447	0	51	
MYCO003274	11	0	56	
MYCO003275	210	0	28	
MYCO003276	172	0	61	
MYCO003277	13	0	32	
MYCO003280	56	0	66	
MYCO003285	216	0	68	
MYCO003290	38	0	51	
MYCO003296	1989	0	225	
MYCO003302	127	0	66	
MYCO003303	6588	0	2	
MYCO003304	71	0	18	
MYCO003305	127	0	50	
MYCO003306	407	0	63	
MYCO003313	44	0	32	
MYCO003317	26	0	29	
MYCO003318	348	0	70	
MYCO003319	88	0	45	
MYCO003328	505	0	62	
MYCO003329	77	0	78	
MYCO003330	662	0	64	
MYCO003336	20	0	44	
MYCO003340	35	0	55	
MYCO003341	868	0	57	
MYCO003356	40	0	37	
MYCO003392	66	5068	22	
MYCO003396	119	0	64	
MYCO003409	179	0	69	
MYCO003410	1162	0	52	
MYCO003411	291	0	80	
MYCO003412	15	0	20	
MYCO003417	21	3801	53	
MYCO003418	4	0	12	
MYCO003419	275	0	46	
MYCO003422	8	0	22	
MYCO003432	53	0	59	
MYCO003433	2359	0	52	
MYCO003436	1634	0	72	
MYCO003441	718	0	68	
MYCO003455	313	0	40	
MYCO003457	31	0	55	
MYCO003462	10	0	14	
MYCO003464	22	0	45	
MYCO003490	88	0	77	
MYCO003500	30	0	42	
MYCO003501	49	0	36	
MYCO003504	51	0	62	
MYCO003520	86	0	62	
MYCO003570	24	0	40	
MYCO003571	79	0	51	
MYCO003579	953	0	67	
MYCO003580	134	0	49	
MYCO003583	6	0	24	
MYCO003589	1547	0	48	
MYCO003592	12	0	17	
MYCO003596	518	0	112	
MYCO003598	57	0	57	
MYCO003600	61	0	37	
MYCO003601	53	0	24	
MYCO003609	8	0	18	
MYCO003610	642	0	91	
MYCO003624	19	0	45	
MYCO003628	31	0	29	
MYCO003644	359	0	68	
MYCO003646	989	0	123	
MYCO003647	101	0	30	
MYCO003648	11	0	33	
MYCO003668	16	0	35	
MYCO003670	336	0	49	
MYCO003674	16	0	36	
MYCO003676	14	0	28	
MYCO003677	92	0	46	
MYCO003679	36	0	63	
MYCO003680	163	0	55	
MYCO003682	227	0	113	
MYCO003683	118	0	54	
MYCO003684	97	0	38	
MYCO003695	53	0	60	
MYCO003696	273	0	110	
MYCO003705	12	0	42	
MYCO003707	194	0	52	
MYCO003708	195	0	51	
MYCO003709	113	0	56	
MYCO003710	2629	0	60	
MYCO003711	66	0	65	
MYCO003712	866	0	57	
MYCO003713	67	0	27	
MYCO003715	9	0	23	
MYCO003717	8	0	40	
MYCO003718	6	0	18	
MYCO003719	40	0	68	
MYCO003720	234	0	73	
MYCO003721	567	0	89	
MYCO003722	29	0	74	
MYCO003765	731	0	51	
MYCO003774	35	0	57	
MYCO003775	104	0	82	
MYCO003777	396	0	54	
MYCO003778	69	0	72	
MYCO003780	622	0	32	
MYCO003781	15	0	35	
MYCO003782	67	0	48	
MYCO003783	64	0	40	
MYCO003790	38	0	74	
MYCO003791	75	0	55	
MYCO003793	1102	0	193	
MYCO003794	359	0	223	
MYCO003795	314	0	300	
MYCO003799	33	0	80	
MYCO003801	71	0	82	
MYCO003802	132	0	55	
MYCO003804	69	0	57	
MYCO003806	25	0	92	
MYCO003808	408	0	82	
MYCO003809	12	0	51	
MYCO003816	487	0	50	
MYCO003834	196	0	65	
MYCO003835	865	0	76	
MYCO003842	171	0	80	
MYCO003847	2503	0	29	
MYCO003849	16	0	22	
MYCO003858	71	0	63	
MYCO003859	668	0	213	
MYCO003907	67	0	109	
MYCO003908	247	0	53	
MYCO003913	122	0	96	
MYCO003915	17	0	98	
MYCO003917	31	0	102	
MYCO003918	19	0	102	
MYCO003920	16	0	53	
MYCO003921	32	0	102	
MYCO013678	5	0	17	
MYCO000002	74	0	99	
MYCO000003	68	0	91	
MYCO000004	23	0	79	
MYCO000007	714	0	126	
MYCO000008	37	0	56	
MYCO000010	26	0	84	
MYCO000012	57	0	85	
MYCO000014	23	0	135	
MYCO000018	397	0	108	
MYCO000020	337	0	158	
MYCO000021	904	0	74	
MYCO000022	86	0	51	
MYCO000023	61	0	69	
MYCO000024	2046	0	65	
MYCO000025	719	0	45	
MYCO000026	219	0	112	
MYCO000027	38	0	20	
MYCO000028	22	0	26	
MYCO000029	496	0	105	
MYCO000030	1284	0	32	
MYCO000031	60	0	21	
MYCO000032	2026	0	141	
MYCO000033	26	0	16	
MYCO000034	16	0	29	
MYCO000035	110	0	157	
MYCO000036	141	0	65	
MYCO000037	91	0	95	
MYCO000039	292	0	33	
MYCO000040	104	0	77	
MYCO000041	598	0	196	
MYCO000042	445	0	89	
MYCO000043	58	0	58	
MYCO000044	825	0	55	
MYCO000045	2951	0	64	
MYCO000048	47	0	81	
MYCO000052	193	28	56	
MYCO000057	28	3948	67	
MYCO000058	106	0	159	
MYCO000059	30	0	59	
MYCO000060	16	0	60	
MYCO000061	1547	0	20	
MYCO000062	364	0	104	
MYCO000063	492	0	131	
MYCO000064	2734	0	176	
MYCO000065	17	0	16	
MYCO000067	24	0	42	
MYCO000069	149	0	85	
MYCO000070	37	3848	55	
MYCO000071	1846	0	73	
MYCO000072	1578	0	57	
MYCO000073	52	2816	59	
MYCO000074	2567	0	76	
MYCO000075	330	0	77	
MYCO000076	22	0	28	
MYCO000077	67	0	62	
MYCO000078	80	0	31	
MYCO000079	107	0	45	
MYCO000080	129	0	48	
MYCO000081	12	0	33	
MYCO000082	1746	0	31	
MYCO000083	2397	0	66	
MYCO000084	53	0	55	
MYCO000085	425	0	48	
MYCO000086	537	0	91	
MYCO000087	467	0	99	
MYCO000088	42	0	53	
MYCO000089	70	0	44	
MYCO000090	96	0	62	
MYCO000091	104	0	43	
MYCO000092	374	0	132	
MYCO000093	196	0	66	
MYCO000094	6414	94	43	
MYCO000095	2844	0	201	
MYCO000096	734	0	102	
MYCO000097	15	0	33	
MYCO000098	13	0	32	
MYCO000099	1878	0	79	
MYCO000100	9	0	9	
MYCO000101	269	0	417	
MYCO000102	160	0	133	
MYCO000103	282	0	136	
MYCO000104	2139	0	95	
MYCO000106	161	0	57	
MYCO000107	6588	0	6	
MYCO000108	21	0	15	
MYCO000109	2112	0	80	
MYCO000110	31	0	46	
MYCO000111	243	0	111	
MYCO000112	51	0	84	
MYCO000113	366	0	62	
MYCO000114	278	0	43	
MYCO000115	873	0	82	
MYCO000116	34	0	53	
MYCO000117	26	0	60	
MYCO000118	228	0	130	
MYCO000119	179	0	98	
MYCO000120	165	0	148	
MYCO000121	220	0	32	
MYCO000122	29	0	23	
MYCO000123	9	0	21	
MYCO000124	6476	0	6	
MYCO000125	379	0	65	
MYCO000126	64	0	115	
MYCO000127	62	0	67	
MYCO000128	63	0	40	
MYCO000130	10	0	45	
MYCO000131	53	0	77	
MYCO000132	283	0	57	
MYCO000133	770	0	50	
MYCO000134	2287	0	36	
MYCO000135	18	0	32	
MYCO000136	678	0	109	
MYCO000137	743	0	37	
MYCO000138	688	0	35	
MYCO000139	68	0	58	
MYCO000140	20	0	25	
MYCO000141	18	0	31	
MYCO000142	1028	0	65	
MYCO000143	397	0	105	
MYCO000144	447	0	47	
MYCO000145	314	0	74	
MYCO000146	1105	0	65	
MYCO000147	235	0	117	
MYCO000148	68	0	44	
MYCO000149	1188	0	58	
MYCO000150	50	0	20	
MYCO000151	486	0	125	
MYCO000152	152	0	123	
MYCO000153	122	0	50	
MYCO000154	78	0	58	
MYCO000155	193	0	59	
MYCO000156	8	0	19	
MYCO000157	503	0	74	
MYCO000158	18	0	40	
MYCO000159	539	0	102	
MYCO000160	66	0	111	
MYCO000161	201	0	90	
MYCO000162	367	0	75	
MYCO000163	8	0	38	
MYCO000164	15	0	27	
MYCO000165	3296	0	19	
MYCO000166	116	0	108	
MYCO000167	15	3316	31	
MYCO000168	95	0	62	
MYCO000169	192	0	98	
MYCO000170	17	0	49	
MYCO000171	1740	0	93	
MYCO000172	279	0	105	
MYCO000173	20	0	63	
MYCO000174	121	0	92	
MYCO000175	100	0	61	
MYCO000176	266	0	64	
MYCO000177	3	0	28	
MYCO000178	38	0	48	
MYCO000179	394	0	74	
MYCO000180	795	0	93	
MYCO000181	17	0	41	
MYCO000182	492	0	83	
MYCO000185	138	0	24	
MYCO000186	361	0	123	
MYCO000187	117	0	53	
MYCO000188	28	0	31	
MYCO000190	2	0	16	
MYCO000191	671	0	69	
MYCO000192	1541	0	59	
MYCO000193	63	0	133	
MYCO000194	519	0	231	
MYCO000195	1056	0	38	
MYCO000196	105	0	29	
MYCO000197	6646	0	3	
MYCO000199	11	0	34	
MYCO000200	107	0	34	
MYCO000201	514	0	26	
MYCO000202	244	0	161	
MYCO000203	290	0	25	
MYCO000205	848	0	53	
MYCO000206	425	0	135	
MYCO000208	42	0	34	
MYCO000209	505	0	69	
MYCO000210	598	0	75	
MYCO000212	87	0	60	
MYCO000213	41	0	75	
MYCO000214	105	0	106	
