GbGDiv simplified results table from 'accumulate-8.txt' records table.
Isolate records read from table: 2048

Locus	Missing	Paralogous	CountNuc
MYCO000410	61	0	61	
MYCO000411	41	0	24	
MYCO000414	431	0	19	
MYCO000415	442	0	28	
MYCO000417	133	499	23	
MYCO000423	16	0	31	
MYCO000429	6	0	16	
MYCO000432	3	0	17	
MYCO000433	10	0	27	
MYCO000439	75	0	25	
MYCO000440	23	0	28	
MYCO000462	5	0	25	
MYCO000465	19	0	49	
MYCO000466	8	0	17	
MYCO000467	7	0	27	
MYCO000468	20	0	17	
MYCO000472	3	0	17	
MYCO000475	52	0	23	
MYCO000483	23	0	26	
MYCO000484	21	0	26	
MYCO000486	108	0	37	
MYCO000489	294	0	18	
MYCO000490	22	0	28	
MYCO000491	5	0	11	
MYCO000495	6	0	24	
MYCO000496	24	0	26	
MYCO000498	27	0	28	
MYCO000501	12	0	27	
MYCO000502	13	0	19	
MYCO000505	486	0	23	
MYCO000509	44	0	44	
MYCO000510	36	0	25	
MYCO000512	39	0	27	
MYCO000524	162	0	29	
MYCO000527	49	0	19	
MYCO000528	300	0	31	
MYCO000529	61	0	33	
MYCO000548	14	0	19	
MYCO000551	70	0	51	
MYCO000553	187	0	25	
MYCO000555	193	0	28	
MYCO000557	26	0	47	
MYCO000558	97	0	17	
MYCO000562	8	0	31	
MYCO000563	38	0	27	
MYCO000564	26	0	35	
MYCO000566	4	0	15	
MYCO000636	5	0	17	
MYCO000639	84	0	13	
MYCO000647	75	0	34	
MYCO000655	13	0	29	
MYCO000667	111	0	155	
MYCO000668	74	0	151	
MYCO000672	83	0	62	
MYCO000684	33	0	53	
MYCO000685	10	0	16	
MYCO000693	179	0	28	
MYCO000696	32	0	39	
MYCO000732	6	0	34	
MYCO000733	3	0	14	
MYCO000734	209	0	12	
MYCO000757	5	0	20	
MYCO000758	45	0	81	
MYCO000772	59	0	38	
MYCO000777	19	0	24	
MYCO000780	6	0	21	
MYCO000782	1998	0	4	
MYCO000788	48	0	16	
MYCO000803	46	0	57	
MYCO000808	38	0	39	
MYCO000809	3	0	22	
MYCO000810	0	0	5	
MYCO000814	397	9	12	
MYCO000815	30	4	24	
MYCO000820	7	0	18	
MYCO000821	10	0	13	
MYCO000823	39	0	31	
MYCO000824	6	0	19	
MYCO000859	29	0	47	
MYCO000860	134	0	59	
MYCO000861	13	0	44	
MYCO000871	6	0	8	
MYCO000876	1	0	46	
MYCO000884	7	0	30	
MYCO000885	29	0	19	
MYCO000886	464	0	37	
MYCO000889	404	0	33	
MYCO000896	30	0	32	
MYCO000902	14	0	14	
MYCO000903	6	0	9	
MYCO000906	510	0	32	
MYCO000926	9	0	45	
MYCO000927	80	0	19	
MYCO000929	180	0	18	
MYCO000946	22	0	44	
MYCO000949	85	0	63	
MYCO000951	15	0	28	
MYCO000952	35	0	23	
MYCO000953	141	0	35	
MYCO000957	202	0	32	
MYCO000981	21	0	20	
MYCO000983	246	0	41	
MYCO000993	59	0	22	
MYCO000994	129	0	32	
MYCO000995	9	0	18	
MYCO001001	17	0	41	
MYCO001002	28	0	39	
MYCO001007	6	0	35	
MYCO001008	105	0	21	
MYCO001009	104	0	21	
MYCO001010	38	0	26	
MYCO001011	11	0	24	
MYCO001013	22	0	34	
MYCO001014	12	0	22	
MYCO001015	13	0	17	
MYCO001017	2	0	21	
MYCO001018	19	0	45	
MYCO001020	220	0	91	
MYCO001022	96	0	17	
MYCO001023	66	0	37	
MYCO001026	139	0	30	
MYCO001070	4	0	15	
MYCO001071	11	0	35	
MYCO001072	2	0	20	
MYCO001077	31	0	40	
MYCO001079	34	0	23	
MYCO001080	108	0	10	
MYCO001082	15	0	21	
MYCO001086	27	0	28	
MYCO001092	53	0	23	
MYCO001094	29	0	13	
MYCO001095	47	0	29	
MYCO001098	34	0	25	
MYCO001099	111	0	28	
MYCO001108	27	0	35	
MYCO001110	3	0	26	
MYCO001112	250	0	29	
MYCO001165	84	0	59	
MYCO001173	112	0	57	
MYCO001177	8	0	5	
MYCO001178	78	0	33	
MYCO001193	190	0	30	
MYCO001201	122	0	27	
MYCO001202	90	0	27	
MYCO001207	122	0	31	
MYCO001208	11	0	20	
MYCO001213	103	0	40	
MYCO001220	110	0	9	
MYCO001221	0	0	19	
MYCO001223	322	0	40	
MYCO001229	45	0	31	
MYCO001238	22	0	19	
MYCO001239	5	0	25	
MYCO001245	48	0	30	
MYCO001248	227	0	81	
MYCO001253	87	0	58	
MYCO001272	162	0	42	
MYCO001273	13	0	43	
MYCO001277	225	0	30	
MYCO001292	15	0	32	
MYCO001293	29	0	32	
MYCO001294	32	0	25	
MYCO001295	29	0	31	
MYCO001297	161	0	40	
MYCO001299	17	0	20	
MYCO001302	8	0	23	
MYCO001305	6	0	4	
MYCO001308	30	0	31	
MYCO001309	5	0	27	
MYCO001310	9	0	26	
MYCO001311	9	0	13	
MYCO001315	13	0	23	
MYCO001321	33	0	24	
MYCO001323	45	0	33	
MYCO001326	20	0	51	
MYCO001327	37	0	38	
MYCO001328	64	0	72	
MYCO001338	56	0	19	
MYCO001340	26	0	16	
MYCO001380	25	0	25	
MYCO001381	206	0	30	
MYCO001383	15	0	26	
MYCO001384	186	0	97	
MYCO001385	317	0	22	
MYCO001388	2	0	14	
MYCO001390	1	0	7	
MYCO001391	358	0	41	
MYCO001392	199	0	46	
MYCO001402	835	0	41	
MYCO001407	276	0	47	
MYCO001408	57	0	14	
MYCO001410	7	0	30	
MYCO001412	11	0	16	
MYCO001415	11	0	26	
MYCO001416	4	0	16	
MYCO001420	15	0	45	
MYCO001421	10	0	23	
MYCO001436	3	0	26	
MYCO001437	21	0	24	
MYCO001438	6	0	18	
MYCO001440	9	0	10	
MYCO001445	111	0	26	
MYCO001447	239	0	48	
MYCO001448	26	0	33	
MYCO001449	106	0	49	
MYCO001451	44	0	31	
MYCO001457	5	0	19	
MYCO001458	11	0	29	
MYCO001462	26	0	34	
MYCO001463	7	0	22	
MYCO001464	95	0	30	
MYCO001465	5	0	9	
MYCO001466	2	0	7	
MYCO001467	38	1016	37	
MYCO001473	17	0	34	
MYCO001474	63	0	14	
MYCO001475	8	0	52	
MYCO001479	42	0	25	
MYCO001480	61	0	27	
MYCO001481	10	0	25	
MYCO001483	51	0	10	
MYCO001484	13	0	23	
MYCO001485	61	0	18	
MYCO001493	322	0	45	
MYCO001536	61	0	80	
MYCO001540	9	0	28	
MYCO001547	72	0	66	
MYCO001557	329	0	39	
MYCO001559	432	0	43	
MYCO001564	26	0	52	
MYCO001568	115	0	33	
MYCO001569	395	0	22	
MYCO001589	7	0	19	
MYCO001593	3	0	16	
MYCO001594	23	0	27	
MYCO001595	220	0	44	
MYCO001599	173	0	26	
MYCO001600	3	0	33	
MYCO001601	0	0	16	
MYCO001603	3	0	20	
MYCO001605	8	0	20	
MYCO001609	46	0	41	
MYCO001611	32	0	19	
MYCO001612	5	0	33	
MYCO001617	26	0	35	
MYCO001626	11	0	12	
MYCO001627	59	0	22	
MYCO001629	66	0	75	
MYCO001633	266	0	63	
MYCO001638	92	0	69	
MYCO001641	2048	0	0	
MYCO001649	161	0	22	
MYCO001652	112	0	25	
MYCO001653	356	0	20	
MYCO001654	54	0	14	
MYCO001655	214	0	27	
MYCO001656	166	0	20	
MYCO001657	191	0	14	
MYCO001658	54	0	32	
MYCO001659	181	0	31	
MYCO001689	8	0	26	
MYCO001694	62	0	19	
MYCO001695	2	0	22	
MYCO001697	3	0	14	
MYCO001699	10	0	56	
MYCO001701	21	0	18	
MYCO001708	11	0	18	
MYCO001709	0	0	29	
MYCO001711	0	0	26	
MYCO001712	11	0	25	
MYCO001713	80	0	31	
MYCO001821	20	0	63	
MYCO001827	3	0	13	
MYCO001829	16	0	18	
MYCO001830	8	0	34	
MYCO001832	56	0	76	
MYCO001837	49	0	49	
MYCO001842	47	0	39	
MYCO001843	48	0	37	
MYCO001844	31	0	49	
MYCO001854	21	0	36	
MYCO001886	34	0	31	
MYCO001894	86	0	40	
MYCO001981	8	0	11	
MYCO002050	2	0	7	
MYCO002089	149	0	33	
MYCO002090	2003	0	5	
MYCO002092	237	0	71	
MYCO002093	25	0	23	
MYCO002096	11	0	31	
MYCO002097	38	0	25	
MYCO002109	11	0	24	
MYCO002110	21	0	27	
MYCO002111	50	0	9	
MYCO002112	872	0	34	
MYCO002115	17	0	50	
MYCO002118	4	0	16	
MYCO002119	11	0	32	
MYCO002121	24	0	18	
MYCO002122	1	0	9	
MYCO002125	24	0	16	
MYCO002130	247	0	20	
MYCO002134	11	0	16	
MYCO002139	36	0	25	
MYCO002140	1	0	13	
MYCO002141	42	0	41	
MYCO002145	30	0	18	
MYCO002150	130	0	24	
MYCO002151	129	0	14	
MYCO002153	400	0	34	
MYCO002154	429	0	25	
MYCO002155	326	0	46	
MYCO002156	10	0	31	
MYCO002157	875	0	32	
MYCO002163	87	0	41	
MYCO002166	10	0	10	
MYCO002170	235	0	19	
MYCO002176	54	0	30	
MYCO002178	9	0	22	
MYCO002179	37	0	9	
MYCO002182	13	0	16	
MYCO002186	2	0	8	
MYCO002187	556	0	33	
MYCO002188	18	0	38	
MYCO002192	53	0	25	
MYCO002193	5	0	10	
MYCO002194	17	0	24	
MYCO002195	10	0	30	
MYCO002196	10	0	38	
MYCO002199	0	0	9	
MYCO002200	14	0	22	
MYCO002201	71	0	35	
MYCO002202	95	0	27	
MYCO002210	40	0	30	
MYCO002211	48	0	36	
MYCO002213	101	0	54	
MYCO002216	17	0	41	
MYCO002217	98	0	26	
MYCO002218	83	0	29	
MYCO002219	54	0	18	
MYCO002220	15	0	33	
MYCO002221	439	0	69	
MYCO002222	24	0	36	
MYCO002225	62	0	32	
MYCO002228	29	0	31	
MYCO002230	118	0	31	
MYCO002235	36	0	26	
MYCO002239	1	0	10	
MYCO002241	256	0	47	
MYCO002242	82	0	27	
MYCO002243	217	0	22	
MYCO002244	2	0	2	
MYCO002245	39	0	26	
MYCO002246	23	0	24	
MYCO002247	88	0	34	
MYCO002257	21	0	27	
MYCO002259	97	0	24	
MYCO002315	352	0	37	
MYCO002343	94	0	45	
MYCO002344	308	0	31	
MYCO002357	9	0	22	
MYCO002361	4	0	14	
MYCO002362	49	0	19	
MYCO002364	5	0	25	
MYCO002366	6	0	35	
MYCO002367	2	0	15	
MYCO002368	27	0	28	
MYCO002373	33	0	29	
MYCO002374	56	0	30	
MYCO002399	26	0	23	
MYCO002400	29	0	31	
MYCO002402	28	0	66	
MYCO002404	14	0	49	
MYCO002409	8	0	21	
MYCO002410	6	0	16	
MYCO002411	59	0	43	
MYCO002413	78	0	25	
MYCO002420	81	0	18	
MYCO002421	0	0	11	
MYCO002425	158	0	26	
MYCO002426	590	0	36	
MYCO002427	166	0	25	
MYCO002439	299	0	22	
MYCO002440	47	0	49	
MYCO002445	8	0	8	
MYCO002447	27	0	41	
MYCO002448	95	0	69	
MYCO002454	11	0	30	
MYCO002455	33	0	33	
MYCO002457	17	0	27	
MYCO002460	2	0	14	
MYCO002461	3	0	11	
MYCO002462	142	0	31	
MYCO002465	24	0	11	
MYCO002466	18	0	21	
MYCO002467	45	0	66	
MYCO002470	5	0	15	
MYCO002477	10	0	35	
MYCO002500	7	0	28	
MYCO002502	22	0	48	
MYCO002509	7	0	29	
MYCO002511	9	0	12	
MYCO002518	247	0	29	
MYCO002521	1	0	12	
MYCO002523	16	0	8	
MYCO002524	576	0	158	
MYCO002533	7	0	14	
MYCO002534	0	0	13	
MYCO002538	96	0	32	
MYCO002540	457	0	31	
MYCO002555	38	0	48	
MYCO002559	165	0	28	
MYCO002568	19	0	35	
MYCO002572	62	0	35	
MYCO002575	37	0	31	
MYCO002580	87	0	27	
MYCO002582	19	0	20	
MYCO002583	54	0	48	
MYCO002587	312	0	36	
MYCO002589	50	0	37	
MYCO002592	80	0	24	
MYCO002593	39	0	18	
MYCO002594	1	0	10	
MYCO002603	3	0	20	
MYCO002606	18	0	20	
MYCO002610	48	0	30	
MYCO002611	31	0	30	
MYCO002612	3	0	20	
MYCO002613	3	0	9	
MYCO002614	33	0	43	
MYCO002670	8	0	26	
MYCO002673	239	506	25	
MYCO002676	13	0	14	
MYCO002678	167	0	28	
MYCO002682	40	0	37	
MYCO002696	48	0	24	
MYCO002697	3	0	12	
MYCO002699	0	0	6	
MYCO002702	7	0	30	
MYCO002703	57	0	33	
MYCO002708	3	0	8	
MYCO002710	39	0	20	
MYCO002711	12	0	20	
MYCO002714	12	0	24	
MYCO002715	296	0	30	
MYCO002720	9	0	28	
MYCO002724	31	0	49	
MYCO002725	57	0	27	
MYCO002726	21	0	23	
MYCO002727	116	0	29	
MYCO002731	217	0	27	
MYCO002733	467	0	33	
MYCO002744	57	0	18	
MYCO002748	187	0	62	
MYCO002750	30	0	26	
MYCO002753	11	0	34	
MYCO002754	14	0	20	
MYCO002764	36	0	27	
MYCO002773	9	0	16	
MYCO002782	146	0	38	
MYCO002783	68	0	48	
MYCO002788	200	0	12	
MYCO002794	10	0	20	
MYCO002795	41	0	27	
MYCO002828	922	250	33	
MYCO002838	28	0	10	
MYCO002839	791	0	45	
MYCO002841	11	0	29	
MYCO002846	4	0	36	
MYCO002847	46	0	34	
MYCO002861	10	0	16	
MYCO002864	26	0	30	
MYCO002868	6	0	29	
MYCO002870	38	0	21	
MYCO002882	6	0	21	
MYCO002883	2	0	18	
MYCO002889	36	0	17	
MYCO002894	253	0	16	
MYCO002901	1	0	7	
MYCO002902	110	0	19	
MYCO002915	36	0	37	
MYCO002916	155	0	31	
MYCO002917	308	0	42	
MYCO002918	121	0	67	
MYCO002919	2	0	10	
MYCO002921	61	0	24	
MYCO002927	13	0	22	
MYCO002965	2	0	8	
MYCO002967	119	0	55	
MYCO002976	33	0	25	
MYCO002981	94	0	31	
MYCO002982	10	0	32	
MYCO002984	23	0	35	
MYCO002988	44	0	28	
MYCO002992	64	0	45	
MYCO002993	5	0	21	
MYCO002995	70	0	31	
MYCO002996	124	0	45	
MYCO003001	15	0	22	
MYCO003003	87	0	40	
MYCO003006	59	0	16	
MYCO003009	12	0	34	
MYCO003010	190	0	23	
MYCO003011	371	0	24	
MYCO003014	178	0	50	
MYCO003024	86	0	33	
MYCO003025	54	0	25	
MYCO003027	19	0	27	
MYCO003028	244	0	19	
MYCO003029	9	0	20	
MYCO003031	98	0	38	
MYCO003032	201	0	24	
MYCO003034	7	0	16	
MYCO003038	4	0	21	
MYCO003042	29	0	24	
MYCO003043	6	0	29	
MYCO003045	3	0	23	
MYCO003048	9	0	25	
MYCO003049	48	0	49	
MYCO003051	17	0	36	
MYCO003052	9	0	8	
MYCO003053	1	0	3	
MYCO003054	69	0	22	
MYCO003057	8	0	23	
MYCO003085	122	0	27	
MYCO003100	5	0	16	
MYCO003101	9	0	22	
MYCO003102	2	0	20	
MYCO003105	83	0	27	
MYCO003117	30	4	24	
MYCO003118	397	9	12	
MYCO003139	10	0	39	
MYCO003140	9	0	38	
MYCO003193	35	0	71	
MYCO003194	1	0	23	
MYCO003195	172	0	45	
MYCO003197	15	0	30	
MYCO003198	133	0	49	
MYCO003205	17	0	20	
MYCO003206	8	0	34	
MYCO003207	12	0	22	
MYCO003208	27	0	20	
MYCO003211	147	0	48	
MYCO003213	7	0	23	
MYCO003214	10	0	25	
MYCO003219	2	0	6	
MYCO003220	11	0	31	
MYCO003221	0	0	11	
MYCO003223	0	0	21	
MYCO003228	182	0	28	
MYCO003229	16	0	46	
MYCO003240	213	0	57	
MYCO003241	98	0	20	
MYCO003245	5	0	39	
MYCO003246	6	0	12	
MYCO003248	16	0	36	
MYCO003252	92	0	29	
MYCO003255	40	0	26	
MYCO003257	105	0	27	
MYCO003258	128	0	6	
MYCO003261	6	0	28	
MYCO003262	107	0	26	
MYCO003264	11	0	24	
MYCO003265	51	0	22	
MYCO003267	148	0	26	
MYCO003274	1	0	26	
MYCO003275	49	0	18	
MYCO003276	44	0	27	
MYCO003277	4	0	18	
MYCO003280	16	0	39	
MYCO003285	62	0	36	
MYCO003290	11	0	27	
MYCO003296	608	0	109	
MYCO003302	34	0	36	
MYCO003303	2028	0	2	
MYCO003304	19	0	8	
MYCO003305	39	0	29	
MYCO003306	137	0	39	
MYCO003313	11	0	17	
MYCO003317	8	0	17	
MYCO003318	92	0	39	
MYCO003319	24	0	27	
MYCO003328	148	0	29	
MYCO003329	24	0	45	
MYCO003330	197	0	27	
MYCO003336	10	0	21	
MYCO003340	14	0	30	
MYCO003341	253	0	31	
MYCO003356	8	0	23	
MYCO003392	23	1536	14	
MYCO003396	34	0	38	
MYCO003409	52	0	39	
MYCO003410	354	0	19	
MYCO003411	79	0	39	
MYCO003412	3	0	13	
MYCO003417	4	1144	34	
MYCO003418	0	0	7	
MYCO003419	75	0	23	
MYCO003422	2	0	14	
MYCO003432	14	0	21	
MYCO003433	715	0	17	
MYCO003436	494	0	38	
MYCO003441	221	0	38	
MYCO003455	88	0	19	
MYCO003457	11	0	33	
MYCO003462	6	0	11	
MYCO003464	5	0	26	
MYCO003490	25	0	47	
MYCO003500	10	0	26	
MYCO003501	12	0	19	
MYCO003504	10	0	27	
MYCO003520	22	0	31	
MYCO003570	7	0	18	
MYCO003571	21	0	25	
MYCO003579	289	0	34	
MYCO003580	40	0	24	
MYCO003583	2	0	11	
MYCO003589	476	0	19	
MYCO003592	5	0	12	
MYCO003596	153	0	59	
MYCO003598	15	0	30	
MYCO003600	13	0	19	
MYCO003601	20	0	12	
MYCO003609	2	0	12	
MYCO003610	194	0	44	
MYCO003624	5	0	21	
MYCO003628	5	0	16	
MYCO003644	98	0	36	
MYCO003646	313	0	77	
MYCO003647	31	0	14	
MYCO003648	5	0	17	
MYCO003668	3	0	18	
MYCO003670	88	0	22	
MYCO003674	5	0	18	
MYCO003676	3	0	18	
MYCO003677	24	0	24	
MYCO003679	8	0	32	
MYCO003680	48	0	26	
MYCO003682	55	0	59	
MYCO003683	38	0	27	
MYCO003684	21	0	16	
MYCO003695	15	0	35	
MYCO003696	82	0	54	
MYCO003705	3	0	17	
MYCO003707	56	0	31	
MYCO003708	51	0	27	
MYCO003709	44	0	28	
MYCO003710	810	0	28	
MYCO003711	17	0	38	
MYCO003712	248	0	22	
MYCO003713	18	0	16	
MYCO003715	3	0	16	
MYCO003717	2	0	23	
MYCO003718	1	0	9	
MYCO003719	12	0	39	
MYCO003720	55	0	31	
MYCO003721	172	0	42	
MYCO003722	9	0	36	
MYCO003765	227	0	31	
MYCO003774	8	0	33	
MYCO003775	26	0	51	
MYCO003777	107	0	34	
MYCO003778	21	0	34	
MYCO003780	187	0	16	
MYCO003781	5	0	10	
MYCO003782	20	0	26	
MYCO003783	21	0	22	
MYCO003790	10	0	33	
MYCO003791	22	0	30	
MYCO003793	348	0	93	
MYCO003794	99	0	112	
MYCO003795	91	0	161	
MYCO003799	12	0	36	
MYCO003801	16	0	45	
MYCO003802	34	0	28	
MYCO003804	22	0	30	
MYCO003806	4	0	43	
MYCO003808	124	0	44	
MYCO003809	2	0	28	
MYCO003816	142	0	30	
MYCO003834	52	0	29	
MYCO003835	262	0	33	
MYCO003842	48	0	41	
MYCO003847	771	0	20	
MYCO003849	4	0	9	
MYCO003858	22	0	32	
MYCO003859	210	0	105	
MYCO003907	18	0	53	
MYCO003908	66	0	24	
MYCO003913	36	0	57	
MYCO003915	6	0	50	
MYCO003917	4	0	52	
MYCO003918	8	0	53	
MYCO003920	4	0	30	
MYCO003921	10	0	48	
MYCO013678	1	0	12	
MYCO000002	18	0	64	
MYCO000003	16	0	51	
MYCO000004	7	0	38	
MYCO000007	206	0	69	
MYCO000008	6	0	28	
MYCO000010	5	0	46	
MYCO000012	14	0	45	
MYCO000014	9	0	73	
MYCO000018	100	0	57	
MYCO000020	100	0	83	
MYCO000021	292	0	44	
MYCO000022	20	0	25	
MYCO000023	19	0	38	
MYCO000024	609	0	29	
MYCO000025	205	0	26	
MYCO000026	54	0	66	
MYCO000027	10	0	13	
MYCO000028	6	0	14	
MYCO000029	142	0	59	
MYCO000030	445	0	20	
MYCO000031	19	0	11	
MYCO000032	624	0	75	
MYCO000033	5	0	11	
MYCO000034	4	0	17	
MYCO000035	29	0	84	
MYCO000036	40	0	39	
MYCO000037	26	0	52	
MYCO000039	79	0	14	
MYCO000040	32	0	40	
MYCO000041	196	0	105	
MYCO000042	144	0	41	
MYCO000043	13	0	28	
MYCO000044	250	0	35	
MYCO000045	915	0	33	
MYCO000048	11	0	44	
MYCO000052	63	8	31	
MYCO000057	9	1187	33	
MYCO000058	31	0	81	
MYCO000059	8	0	29	
MYCO000060	5	0	28	
MYCO000061	460	0	15	
MYCO000062	92	0	49	
MYCO000063	153	0	71	
MYCO000064	846	0	88	
MYCO000065	5	0	9	
MYCO000067	6	0	24	
MYCO000069	44	0	47	
MYCO000070	8	1148	36	
MYCO000071	550	0	43	
MYCO000072	475	0	32	
MYCO000073	10	856	33	
MYCO000074	770	0	41	
MYCO000075	100	0	40	
MYCO000076	6	0	12	
MYCO000077	28	0	31	
MYCO000078	22	0	17	
MYCO000079	30	0	28	
MYCO000080	40	0	28	
MYCO000081	3	0	21	
MYCO000082	520	0	20	
MYCO000083	733	0	45	
MYCO000084	13	0	30	
MYCO000085	119	0	29	
MYCO000086	161	0	49	
MYCO000087	128	0	43	
MYCO000088	12	0	22	
MYCO000089	20	0	29	
MYCO000090	32	0	30	
MYCO000091	37	0	24	
MYCO000092	99	0	79	
MYCO000093	62	0	35	
MYCO000094	1977	30	26	
MYCO000095	879	0	122	
MYCO000096	217	0	50	
MYCO000097	5	0	14	
MYCO000098	6	0	18	
MYCO000099	599	0	42	
MYCO000100	4	0	6	
MYCO000101	80	0	217	
MYCO000102	57	0	62	
MYCO000103	90	0	65	
MYCO000104	622	0	49	
MYCO000106	35	0	33	
MYCO000107	2027	0	3	
MYCO000108	10	0	9	
MYCO000109	643	0	40	
MYCO000110	8	0	20	
MYCO000111	60	0	62	
MYCO000112	20	0	43	
MYCO000113	99	0	35	
MYCO000114	103	0	21	
MYCO000115	253	0	42	
MYCO000116	13	0	29	
MYCO000117	9	0	35	
MYCO000118	61	0	62	
MYCO000119	47	0	58	
MYCO000120	51	0	77	
MYCO000121	64	0	23	
MYCO000122	8	0	6	
MYCO000123	4	0	11	
MYCO000124	1991	0	2	
MYCO000125	104	0	35	
MYCO000126	19	0	56	
MYCO000127	16	0	33	
MYCO000128	22	0	22	
MYCO000130	4	0	23	
MYCO000131	13	0	38	
MYCO000132	73	0	25	
MYCO000133	236	0	32	
MYCO000134	659	0	20	
MYCO000135	3	0	15	
MYCO000136	204	0	56	
MYCO000137	248	0	18	
MYCO000138	229	0	19	
MYCO000139	14	0	33	
MYCO000140	5	0	13	
MYCO000141	6	0	18	
MYCO000142	312	0	30	
MYCO000143	120	0	58	
MYCO000144	122	0	24	
MYCO000145	110	0	29	
MYCO000146	360	0	31	
MYCO000147	75	0	54	
MYCO000148	20	0	20	
MYCO000149	381	0	30	
MYCO000150	17	0	14	
MYCO000151	135	0	66	
MYCO000152	35	0	60	
MYCO000153	36	0	29	
MYCO000154	20	0	24	
MYCO000155	50	0	26	
MYCO000156	1	0	13	
MYCO000157	166	0	37	
MYCO000158	7	0	23	
MYCO000159	151	0	52	
MYCO000160	22	0	48	
MYCO000161	60	0	45	
MYCO000162	99	0	37	
MYCO000163	1	0	22	
MYCO000164	3	0	15	
MYCO000165	995	0	9	
MYCO000166	33	0	56	
MYCO000167	2	994	21	
MYCO000168	33	0	35	
MYCO000169	53	0	55	
MYCO000170	6	0	26	
MYCO000171	535	0	43	
MYCO000172	97	0	52	
MYCO000173	5	0	35	
MYCO000174	33	0	48	
MYCO000175	28	0	32	
MYCO000176	65	0	39	
MYCO000177	2	0	14	
MYCO000178	6	0	26	
MYCO000179	113	0	34	
MYCO000180	252	0	50	
MYCO000181	5	0	24	
MYCO000182	154	0	50	
MYCO000185	32	0	13	
MYCO000186	102	0	69	
MYCO000187	32	0	28	
MYCO000188	9	0	15	
MYCO000190	0	0	10	
MYCO000191	198	0	35	
MYCO000192	456	0	30	
MYCO000193	23	0	61	
MYCO000194	155	0	118	
MYCO000195	342	0	19	
MYCO000196	24	0	19	
MYCO000197	2048	0	0	
MYCO000199	3	0	20	
MYCO000200	27	0	16	
MYCO000201	154	0	11	
MYCO000202	62	0	86	
MYCO000203	81	0	15	
MYCO000205	275	0	37	
MYCO000206	111	0	64	
MYCO000208	16	0	16	
MYCO000209	138	0	38	
MYCO000210	175	0	33	
MYCO000212	26	0	32	
MYCO000213	15	0	39	
MYCO000214	34	0	60	
MYCO000215	221	0	32	
MYCO000216	24	0	25	
MYCO000217	179	0	26	
MYCO000218	588	0	35	
MYCO000219	0	0	23	
