GbGDiv simplified results table from 'accumulate-18.txt' records table.
Isolate records read from table: 4608

Locus	Missing	Paralogous	CountNuc
MYCO002465	70	0	19	
MYCO002466	43	0	26	
MYCO002467	111	0	109	
MYCO002470	10	0	25	
MYCO002477	26	0	56	
MYCO002500	15	0	47	
MYCO002502	58	0	66	
MYCO002509	14	0	41	
MYCO002511	17	0	20	
MYCO002518	549	0	45	
MYCO002521	2	0	22	
MYCO002523	44	0	11	
MYCO002524	1336	0	263	
MYCO002533	19	0	22	
MYCO002534	3	0	21	
MYCO002538	243	0	46	
MYCO002540	1019	0	48	
MYCO002555	82	0	78	
MYCO002559	401	0	43	
MYCO002568	59	0	44	
MYCO002572	161	0	66	
MYCO002575	73	0	43	
MYCO002580	207	0	41	
MYCO002582	36	0	37	
MYCO002583	126	0	81	
MYCO002587	703	0	69	
MYCO002589	141	0	56	
MYCO002592	194	0	36	
MYCO002593	97	0	25	
MYCO002594	2	0	17	
MYCO002603	9	0	28	
MYCO002606	42	0	32	
MYCO002610	114	0	42	
MYCO002611	84	0	48	
MYCO002612	7	0	29	
MYCO002613	9	0	17	
MYCO002614	79	0	61	
MYCO002670	28	0	39	
MYCO002673	542	1160	43	
MYCO002676	28	0	18	
MYCO002678	403	0	42	
MYCO002682	100	0	63	
MYCO002696	125	0	40	
MYCO002697	8	0	17	
MYCO002699	0	0	12	
MYCO002702	11	0	43	
MYCO002703	171	0	49	
MYCO002708	4	0	13	
MYCO002710	84	0	37	
MYCO002711	32	0	31	
MYCO002714	35	0	42	
MYCO002715	603	0	53	
MYCO002720	17	0	41	
MYCO002724	52	0	68	
MYCO002725	117	0	56	
MYCO002726	60	0	31	
MYCO002727	248	0	45	
MYCO002731	515	0	47	
MYCO002733	1063	0	56	
MYCO002744	133	0	34	
MYCO002748	430	0	107	
MYCO002750	87	0	38	
MYCO002753	13	0	46	
MYCO002754	33	0	29	
MYCO002764	83	0	45	
MYCO002773	25	0	28	
MYCO002782	339	0	57	
MYCO002783	157	0	72	
MYCO002788	493	0	18	
MYCO002794	24	0	32	
MYCO002795	90	0	41	
MYCO002828	2088	547	44	
MYCO002838	83	0	22	
MYCO002839	1772	0	84	
MYCO002841	28	0	50	
MYCO002846	10	0	53	
MYCO002847	110	0	47	
MYCO002861	20	0	31	
MYCO002864	52	0	53	
MYCO002868	14	0	37	
MYCO002870	103	0	38	
MYCO002882	11	0	29	
MYCO002883	5	0	32	
MYCO002889	97	0	28	
MYCO002894	592	0	29	
MYCO002901	3	0	9	
MYCO002902	257	0	32	
MYCO002915	89	0	51	
MYCO002916	357	0	49	
MYCO002917	731	0	64	
MYCO002918	285	0	101	
MYCO002919	5	0	12	
MYCO002921	150	0	54	
MYCO002927	28	0	33	
MYCO002965	4	0	12	
MYCO002967	302	0	85	
MYCO002976	77	0	31	
MYCO002981	201	0	50	
MYCO002982	29	0	45	
MYCO002984	61	0	56	
MYCO002988	119	0	38	
MYCO002992	143	0	64	
MYCO002993	11	0	32	
MYCO002995	162	0	44	
MYCO002996	293	0	66	
MYCO003001	22	0	35	
MYCO003003	208	0	64	
MYCO003006	165	0	39	
MYCO003009	21	0	57	
MYCO003010	421	0	36	
MYCO003011	826	0	49	
MYCO003014	424	0	81	
MYCO003024	200	0	54	
MYCO003025	134	0	44	
MYCO003027	42	0	46	
MYCO003028	582	0	37	
MYCO003029	21	0	28	
MYCO003031	251	0	61	
MYCO003032	454	0	36	
MYCO003034	17	0	31	
MYCO003038	11	0	37	
MYCO003042	79	0	41	
MYCO003043	11	0	53	
MYCO003045	5	0	39	
MYCO003048	20	0	39	
MYCO003049	112	0	71	
MYCO003051	35	0	54	
MYCO003052	21	0	14	
MYCO003053	5	0	7	
MYCO003054	158	0	34	
MYCO003057	18	0	36	
MYCO003085	249	0	40	
MYCO003100	10	0	20	
MYCO003101	27	0	29	
MYCO003102	3	0	27	
MYCO003105	206	0	48	
MYCO003117	62	5	40	
MYCO003118	912	17	13	
MYCO003139	22	0	66	
MYCO003140	21	0	60	
MYCO003193	77	0	122	
MYCO003194	4	0	33	
MYCO003195	364	0	67	
MYCO003197	31	0	52	
MYCO003198	317	0	70	
MYCO003205	42	0	31	
MYCO003206	26	0	56	
MYCO003207	19	0	37	
MYCO003208	61	0	25	
MYCO003211	353	0	75	
MYCO003213	16	0	41	
MYCO003214	32	0	38	
MYCO003219	7	0	7	
MYCO003220	27	0	52	
MYCO003221	0	0	12	
MYCO003223	4	0	27	
MYCO003228	431	0	44	
MYCO003229	29	0	72	
MYCO003240	490	0	89	
MYCO003241	215	0	27	
MYCO003245	19	0	58	
MYCO003246	13	0	17	
MYCO003248	52	0	63	
MYCO003252	214	0	47	
MYCO003255	126	0	40	
MYCO003257	235	0	49	
MYCO003258	303	0	18	
MYCO003261	17	0	43	
MYCO003262	266	0	47	
MYCO003264	21	0	32	
MYCO003265	112	0	37	
MYCO003267	317	0	41	
MYCO003274	9	0	46	
MYCO003275	132	0	26	
MYCO003276	119	0	50	
MYCO003277	7	0	29	
MYCO003280	35	0	54	
MYCO003285	144	0	62	
MYCO003290	25	0	43	
MYCO003296	1380	0	180	
MYCO003302	87	0	51	
MYCO003303	4563	0	2	
MYCO003304	48	0	12	
MYCO003305	88	0	40	
MYCO003306	293	0	53	
MYCO003313	29	0	24	
MYCO003317	18	0	27	
MYCO003318	231	0	58	
MYCO003319	55	0	41	
MYCO003328	351	0	50	
MYCO003329	54	0	65	
MYCO003330	457	0	49	
MYCO003336	16	0	32	
MYCO003340	26	0	47	
MYCO003341	602	0	52	
MYCO003356	23	0	34	
MYCO003392	50	3510	20	
MYCO003396	81	0	57	
MYCO003409	116	0	57	
MYCO003410	797	0	42	
MYCO003411	203	0	66	
MYCO003412	10	0	18	
MYCO003417	14	2631	45	
MYCO003418	0	0	10	
MYCO003419	179	0	39	
MYCO003422	4	0	21	
MYCO003432	41	0	42	
MYCO003433	1644	0	36	
MYCO003436	1150	0	59	
MYCO003441	508	0	61	
MYCO003455	214	0	33	
MYCO003457	19	0	47	
MYCO003462	8	0	12	
MYCO003464	14	0	41	
MYCO003490	54	0	65	
MYCO003500	21	0	38	
MYCO003501	30	0	28	
MYCO003504	35	0	48	
MYCO003520	48	0	55	
MYCO003570	17	0	32	
MYCO003571	56	0	39	
MYCO003579	662	0	50	
MYCO003580	95	0	41	
MYCO003583	4	0	17	
MYCO003589	1074	0	31	
MYCO003592	7	0	15	
MYCO003596	365	0	93	
MYCO003598	37	0	49	
MYCO003600	35	0	29	
MYCO003601	34	0	20	
MYCO003609	5	0	17	
MYCO003610	446	0	79	
MYCO003624	12	0	36	
MYCO003628	19	0	22	
MYCO003644	242	0	62	
MYCO003646	699	0	108	
MYCO003647	65	0	23	
MYCO003648	7	0	29	
MYCO003668	10	0	27	
MYCO003670	239	0	39	
MYCO003674	10	0	33	
MYCO003676	9	0	24	
MYCO003677	62	0	40	
MYCO003679	23	0	51	
MYCO003680	114	0	46	
MYCO003682	153	0	86	
MYCO003683	87	0	45	
MYCO003684	68	0	28	
MYCO003695	36	0	51	
MYCO003696	192	0	88	
MYCO003705	8	0	31	
MYCO003707	133	0	47	
MYCO003708	140	0	48	
MYCO003709	91	0	43	
MYCO003710	1841	0	45	
MYCO003711	36	0	52	
MYCO003712	591	0	45	
MYCO003713	45	0	23	
MYCO003715	6	0	19	
MYCO003717	5	0	33	
MYCO003718	4	0	14	
MYCO003719	29	0	60	
MYCO003720	151	0	58	
MYCO003721	400	0	70	
MYCO003722	21	0	62	
MYCO003765	518	0	42	
MYCO003774	22	0	49	
MYCO003775	69	0	69	
MYCO003777	263	0	47	
MYCO003778	49	0	59	
MYCO003780	440	0	28	
MYCO003781	9	0	26	
MYCO003782	47	0	45	
MYCO003783	46	0	32	
MYCO003790	25	0	58	
MYCO003791	51	0	41	
MYCO003793	773	0	153	
MYCO003794	248	0	173	
MYCO003795	216	0	251	
MYCO003799	23	0	64	
MYCO003801	43	0	65	
MYCO003802	90	0	43	
MYCO003804	51	0	50	
MYCO003806	17	0	72	
MYCO003808	293	0	64	
MYCO003809	8	0	43	
MYCO003816	332	0	37	
MYCO003834	129	0	50	
MYCO003835	598	0	67	
MYCO003842	126	0	65	
MYCO003847	1733	0	23	
MYCO003849	6	0	17	
MYCO003858	49	0	49	
MYCO003859	470	0	185	
MYCO003907	42	0	89	
MYCO003908	167	0	46	
MYCO003913	82	0	79	
MYCO003915	13	0	85	
MYCO003917	17	0	89	
MYCO003918	14	0	87	
MYCO003920	11	0	45	
MYCO003921	20	0	85	
MYCO013678	2	0	15	
MYCO000002	50	0	89	
MYCO000003	49	0	76	
MYCO000004	14	0	63	
MYCO000007	490	0	100	
MYCO000008	21	0	40	
MYCO000010	16	0	64	
MYCO000012	36	0	73	
MYCO000014	14	0	116	
MYCO000018	266	0	88	
MYCO000020	234	0	129	
MYCO000021	639	0	63	
MYCO000022	51	0	41	
MYCO000023	43	0	60	
MYCO000024	1392	0	53	
MYCO000025	496	0	37	
MYCO000026	147	0	86	
MYCO000027	24	0	17	
MYCO000028	14	0	21	
MYCO000029	353	0	89	
MYCO000030	915	0	29	
MYCO000031	43	0	20	
MYCO000032	1410	0	115	
MYCO000033	18	0	12	
MYCO000034	11	0	25	
MYCO000035	62	0	134	
MYCO000036	98	0	57	
MYCO000037	59	0	81	
MYCO000039	196	0	25	
MYCO000040	73	0	57	
MYCO000041	421	0	168	
MYCO000042	315	0	77	
MYCO000043	40	0	48	
MYCO000044	573	0	50	
MYCO000045	2051	0	56	
MYCO000048	31	0	66	
MYCO000052	132	18	46	
MYCO000057	19	2744	55	
MYCO000058	75	0	135	
MYCO000059	20	0	52	
MYCO000060	12	0	50	
MYCO000061	1054	0	17	
MYCO000062	238	0	83	
MYCO000063	331	0	111	
MYCO000064	1886	0	137	
MYCO000065	11	0	14	
MYCO000067	19	0	35	
MYCO000069	108	0	67	
MYCO000070	23	2656	50	
MYCO000071	1267	0	56	
MYCO000072	1078	0	49	
MYCO000073	37	1950	49	
MYCO000074	1778	0	69	
MYCO000075	234	0	69	
MYCO000076	14	0	23	
MYCO000077	48	0	48	
MYCO000078	60	0	26	
MYCO000079	75	0	38	
MYCO000080	87	0	41	
MYCO000081	6	0	30	
MYCO000082	1176	0	27	
MYCO000083	1670	0	58	
MYCO000084	35	0	49	
MYCO000085	284	0	38	
MYCO000086	371	0	75	
MYCO000087	328	0	77	
MYCO000088	29	0	48	
MYCO000089	47	0	37	
MYCO000090	62	0	54	
MYCO000091	76	0	35	
MYCO000092	257	0	107	
MYCO000093	138	0	53	
MYCO000094	4451	64	37	
MYCO000095	1986	0	167	
MYCO000096	506	0	78	
MYCO000097	9	0	30	
MYCO000098	10	0	26	
MYCO000099	1321	0	70	
MYCO000100	7	0	8	
MYCO000101	193	0	333	
MYCO000102	115	0	102	
MYCO000103	191	0	113	
MYCO000104	1463	0	76	
MYCO000106	103	0	46	
MYCO000107	4562	0	6	
MYCO000108	16	0	14	
MYCO000109	1451	0	63	
MYCO000110	18	0	39	
MYCO000111	160	0	97	
MYCO000112	37	0	69	
MYCO000113	257	0	53	
MYCO000114	193	0	37	
MYCO000115	610	0	69	
MYCO000116	24	0	42	
MYCO000117	18	0	50	
MYCO000118	165	0	105	
MYCO000119	119	0	82	
MYCO000120	109	0	125	
MYCO000121	144	0	29	
MYCO000122	20	0	13	
MYCO000123	7	0	18	
MYCO000124	4489	0	5	
MYCO000125	253	0	55	
MYCO000126	46	0	91	
MYCO000127	37	0	58	
MYCO000128	50	0	31	
MYCO000130	6	0	38	
MYCO000131	38	0	63	
MYCO000132	196	0	52	
MYCO000133	542	0	44	
MYCO000134	1568	0	29	
MYCO000135	13	0	24	
MYCO000136	466	0	88	
MYCO000137	523	0	33	
MYCO000138	480	0	28	
MYCO000139	49	0	48	
MYCO000140	14	0	22	
MYCO000141	14	0	24	
MYCO000142	710	0	54	
MYCO000143	278	0	87	
MYCO000144	308	0	40	
MYCO000145	232	0	57	
MYCO000146	791	0	54	
MYCO000147	170	0	94	
MYCO000148	46	0	35	
MYCO000149	833	0	47	
MYCO000150	33	0	19	
MYCO000151	324	0	98	
MYCO000152	111	0	100	
MYCO000153	85	0	40	
MYCO000154	55	0	51	
MYCO000155	126	0	48	
MYCO000156	4	0	16	
MYCO000157	345	0	64	
MYCO000158	14	0	34	
MYCO000159	378	0	88	
MYCO000160	46	0	92	
MYCO000161	142	0	69	
MYCO000162	254	0	65	
MYCO000163	1	0	33	
MYCO000164	12	0	21	
MYCO000165	2286	0	13	
MYCO000166	72	0	87	
MYCO000167	8	2293	28	
MYCO000168	71	0	49	
MYCO000169	137	0	81	
MYCO000170	10	0	44	
MYCO000171	1202	0	76	
MYCO000172	203	0	83	
MYCO000173	16	0	55	
MYCO000174	85	0	78	
MYCO000175	69	0	48	
MYCO000176	180	0	55	
MYCO000177	2	0	23	
MYCO000178	22	0	43	
MYCO000179	264	0	61	
MYCO000180	535	0	80	
MYCO000181	12	0	35	
MYCO000182	345	0	70	
MYCO000185	98	0	21	
MYCO000186	253	0	102	
MYCO000187	77	0	38	
MYCO000188	18	0	27	
MYCO000190	1	0	14	
MYCO000191	460	0	59	
MYCO000192	1073	0	46	
MYCO000193	43	0	108	
MYCO000194	362	0	189	
MYCO000195	745	0	33	
MYCO000196	71	0	26	
MYCO000197	4606	0	2	
MYCO000199	7	0	29	
MYCO000200	73	0	31	
MYCO000201	350	0	23	
MYCO000202	159	0	133	
MYCO000203	206	0	20	
MYCO000205	598	0	47	
MYCO000206	295	0	110	
MYCO000208	28	0	26	
MYCO000209	348	0	54	
MYCO000210	413	0	57	
MYCO000212	65	0	53	
MYCO000213	29	0	59	
MYCO000214	78	0	92	
MYCO000215	543	0	48	
MYCO000216	64	0	43	
